mtype,tokens,type_tokens,labels,labels_str
SCAL,"['n', '!', '+', 'k']","['additive', 'postfix', '__ANON_1', 'BANG', 'ADD', '__ANON_1']","[17, 94, 195]","['elementary-number-theory', 'solution-verification', 'prime-numbers']"
SCAL,"['n', '!', '+', 'k']","['additive', 'postfix', '__ANON_1', 'BANG', 'ADD', '__ANON_1']","[17, 94, 195]","['elementary-number-theory', 'solution-verification', 'prime-numbers']"
SCAL,"['8', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['2', '2', '0', '2', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['f', '(', 'x', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","[30, 17]","['combinatorics', 'elementary-number-theory']"
SCAL,"['1', '9', '8', '5', '8', '5', '5', '7', '6', '1', '8', '9']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['3', '3', '/', '4']","['mp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'DIV', 'expr_atom', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['(', 'n', '-', '2', ')', '!']","['postfix', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN', 'BANG']",[17],['elementary-number-theory']
SCAL,"['1', '6']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['1', '6']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['1', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['8', 'p', '+', '1']","['additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","[17, 195]","['elementary-number-theory', 'prime-numbers']"
SCAL,"['2', '4']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","[17, 335]","['elementary-number-theory', 'divisibility']"
SCAL,"['a', '^', 'b']","['exp', '__ANON_1', 'CARET', '__ANON_1']",[17],['elementary-number-theory']
SCAL,"['a', '^', '{', 'm', '-', '2', '}']","['exp', '__ANON_1', 'CARET', 'L_BRACE', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE']","[17, 177]","['elementary-number-theory', 'modular-arithmetic']"
SCAL,"['4', '5']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","[68, 17, 89]","['number-theory', 'elementary-number-theory', 'contest-math']"
SCAL,"['d', '(', 'i', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","[68, 17]","['number-theory', 'elementary-number-theory']"
SCAL,"['1', '3']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['2', '^', 'p']","['exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1']",[17],['elementary-number-theory']
SCAL,"['6', '8', '9', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['9', '9', '9', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['9', '9', '9', '9']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['\\dfrac', '{', 'p', '}', '{', 'q', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']","[17, 168]","['elementary-number-theory', 'inequality']"
SCAL,"['\\dfrac', '{', 'p', '}', '{', 'q', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']","[17, 168]","['elementary-number-theory', 'inequality']"
SCAL,"['\\dfrac', '{', 'p', '}', '{', 'q', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']","[17, 168]","['elementary-number-theory', 'inequality']"
SCAL,"['9', '+', '3']","['additive', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['2', 'x', '-', '1']","['additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",[17],['elementary-number-theory']
FUNC,"['f', '(', 'n', ')', '=', 'n', '^', '2', '+', 'n', '+', '1']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","[17, 41]","['elementary-number-theory', 'proof-writing']"
SET,"['A', '-', '3']","['__ANON_0', 'expr_atom', 'SUB', '__ANON_3']","[17, 335]","['elementary-number-theory', 'divisibility']"
SCAL,"['n', 'u', 'm']","['unary', '__ANON_1', '__ANON_1', '__ANON_1']",[17],['elementary-number-theory']
SCAL,"['a', 'b']","['unary', '__ANON_1', '__ANON_1']","[68, 17]","['number-theory', 'elementary-number-theory']"
SET,"['\\{', 'x', ',', 'y', ',', 'z', '\\}']","['explset', 'L_BRACE_LITERAL', 'set_enumeration', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'COMMA', 'item', '__ANON_1', 'R_BRACE_LITERAL']","[30, 17]","['combinatorics', 'elementary-number-theory']"
SET,\mathbb{N},"['set_constant', 'SET_BASIC']","[17, 94, 11]","['elementary-number-theory', 'solution-verification', 'induction']"
SET,\mathbb{N},"['set_constant', 'SET_BASIC']","[10, 17, 0]","['real-analysis', 'elementary-number-theory', 'elementary-set-theory']"
SCAL,"['\\frac', '{', '4', '}', '{', '6', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']",[17],['elementary-number-theory']
SCAL,"['1', '4']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['f', '(', 'n', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","[17, 5, 123]","['elementary-number-theory', 'functions', 'polynomials']"
SCAL,"['m', '^', '2']","['exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","[17, 195]","['elementary-number-theory', 'prime-numbers']"
SCAL,"['7', '4', '5', '3', '5', '5', '9', '9', '2']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","[68, 17]","['number-theory', 'elementary-number-theory']"
SCAL,"['2', '^', 'r', '-', '1']","['additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['x', '(', 'x', '-', '1', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN']","[17, 177, 335]","['elementary-number-theory', 'modular-arithmetic', 'divisibility']"
SCAL,"['5', '^', '{', '2', '0', '0', '0', '}']","['exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE']",[17],['elementary-number-theory']
SCAL,"['5', '6']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","[14, 17, 195]","['algebra-precalculus', 'elementary-number-theory', 'prime-numbers']"
SCAL,"['(', '7', ')']","['group', 'L_PAREN', 'expr_atom', '__ANON_3', 'R_PAREN']","[14, 17, 195]","['algebra-precalculus', 'elementary-number-theory', 'prime-numbers']"
SCAL,"['(', '2', '\\times', '7', ')']","['group', 'L_PAREN', 'mp', 'expr_atom', '__ANON_3', 'CMD_TIMES', 'expr_atom', '__ANON_3', 'R_PAREN']","[14, 17, 195]","['algebra-precalculus', 'elementary-number-theory', 'prime-numbers']"
SCAL,"['-', '1']","['unary', 'SUB', 'expr_atom', '__ANON_3']","[17, 41, 94, 195, 177]","['elementary-number-theory', 'proof-writing', 'solution-verification', 'prime-numbers', 'modular-arithmetic']"
SCAL,"['b', 'd', 'f']","['unary', '__ANON_1', '__ANON_1', '__ANON_1']",[17],['elementary-number-theory']
SET,"['\\mathbb', 'P']","['SET_FAT', '__ANON_0']","[17, 41, 94, 195, 177]","['elementary-number-theory', 'proof-writing', 'solution-verification', 'prime-numbers', 'modular-arithmetic']"
SCAL,"['x', '^', '2', '+', 'y', '^', '2']","['additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","[68, 17, 195]","['number-theory', 'elementary-number-theory', 'prime-numbers']"
SCAL,"['a', '/', 'b']","['mp', '__ANON_1', 'DIV', '__ANON_1']",[17],['elementary-number-theory']
SCAL,"['1', '2', '3']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","[17, 177]","['elementary-number-theory', 'modular-arithmetic']"
SCAL,"['(', '1', '+', '2', '+', '3', ')']","['group', 'L_PAREN', 'additive', 'additive', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN']","[17, 177]","['elementary-number-theory', 'modular-arithmetic']"
SCAL,"['1', '0', '^', 'k', '+', 'k']","['additive', 'exp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'CARET', '__ANON_1', 'ADD', '__ANON_1']",[17],['elementary-number-theory']
SCAL,"['1', '0', '^', '{', '4', '6', '9', '2', '7', '}', '+', '4', '6', '9', '2', '7']","['additive', 'exp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE', 'ADD', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['\\frac', '{', 'm', '}', '{', '2', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', 'expr_atom', '__ANON_3', 'R_BRACE']","[52, 17]","['sequences-and-series', 'elementary-number-theory']"
SCAL,"['\\frac', '{', 'm', '}', '{', 'n', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']",[17],['elementary-number-theory']
SCAL,"['-', '1', '7']","['unary', 'SUB', 'expr_atom', 'integer', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['\\binom', '{', 'p', '}', '{', 'k', '}']","['expr_atom', 'CMD_BINOM', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']","[17, 335]","['elementary-number-theory', 'divisibility']"
SCAL,"['3', '1', '5']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","[17, 177]","['elementary-number-theory', 'modular-arithmetic']"
SCAL,"['2', 's']","['unary', 'expr_atom', '__ANON_3', '__ANON_1']",[17],['elementary-number-theory']
FUNC,"['f', '\\colon', '\\mathbb{Z}', '\\to', 'X']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', '__ANON_0']",[17],['elementary-number-theory']
FUNC,"['g', '\\colon', 'X', '\\to', '\\mathbb{Z}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_constant', 'SET_BASIC']",[17],['elementary-number-theory']
SCAL,"['1', '0', '^', '{', '9', '9', '9', '}']","['exp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE']","[17, 195]","['elementary-number-theory', 'prime-numbers']"
FUNC,"['f', '\\circ', 'g']","['func_composed', 'func_name', '__ANON_1', 'OP_FUNC_COMP', 'func_name', '__ANON_1']",[17],['elementary-number-theory']
SCAL,"['(', 'e', '-', '1', ')']","['group', 'L_PAREN', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3', 'R_PAREN']","[17, 195, 177]","['elementary-number-theory', 'prime-numbers', 'modular-arithmetic']"
SCAL,"['n', '!', '-', '1']","['additive', 'postfix', '__ANON_1', 'BANG', 'SUB', 'expr_atom', '__ANON_3']","[17, 195]","['elementary-number-theory', 'prime-numbers']"
SCAL,"['2', '^', '{', '6', '6', '7', '2', '}']","['exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE']","[68, 17]","['number-theory', 'elementary-number-theory']"
SCAL,"['2', '^', '{', '6', '6', '}']","['exp', 'expr_atom', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_BRACE']","[68, 17]","['number-theory', 'elementary-number-theory']"
SCAL,"['4', '7', '0', '4']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","[14, 17, 168, 89]","['algebra-precalculus', 'elementary-number-theory', 'inequality', 'contest-math']"
SCAL,"['q', '^', 'k', 'n', '^', '2']","['unary', 'exp', '__ANON_1', 'CARET', '__ANON_1', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","[68, 17, 94]","['number-theory', 'elementary-number-theory', 'solution-verification']"
FUNC,"['f', ':', 'S', '\\to', 'Q', '^', '3']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', '__ANON_0', 'TO', 'set_expr', '__ANON_0', 'CARET', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['\\frac', '{', 'a', '}', '{', 'b', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']","[68, 17, 195]","['number-theory', 'elementary-number-theory', 'prime-numbers']"
SCAL,"['f', 'o', 'r', 'w', 'h', 'i', 'c', 'h', 't', 'h', 'e', 'r', 'e', 'a', 'r', 'e']","['unary', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1', '__ANON_1']","[17, 11]","['elementary-number-theory', 'induction']"
SCAL,"['y', '-', '1']","['additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']","[17, 11]","['elementary-number-theory', 'induction']"
SCAL,"['n', '^', '4', '+', '4']","['additive', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'expr_atom', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","[17, 89]","['elementary-number-theory', 'contest-math']"
SCAL,"['4', '^', 'n', '+', 'n', '^', '4']","['additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'ADD', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3']","[17, 195]","['elementary-number-theory', 'prime-numbers']"
SCAL,"['1', '2']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","[17, 168]","['elementary-number-theory', 'inequality']"
SCAL,"['1', '0', '0', '0', '0', '0', '0', '0', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","[17, 177, 335]","['elementary-number-theory', 'modular-arithmetic', 'divisibility']"
SCAL,"['{', 'n', '\\cdot', '2', '^', 'n', '+', '1', '}']","['group', 'L_BRACE', 'additive', 'mp', '__ANON_1', 'CMD_CDOT', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_BRACE']","[17, 177, 335]","['elementary-number-theory', 'modular-arithmetic', 'divisibility']"
FUNC,"['f', ':', '\\mathbb{Z}', '\\to', '\\mathbb{Z}']","['func_def', 'func_name', '__ANON_1', 'COLON', 'mapping', 'set_constant', 'SET_BASIC', 'TO', 'set_constant', 'SET_BASIC']","[17, 140]","['elementary-number-theory', 'functional-equations']"
SCAL,"['\\frac', '{', '2', '0', '}', '{', '2', '0', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_BRACE', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'R_BRACE']","[17, 41]","['elementary-number-theory', 'proof-writing']"
SCAL,"['\\frac', '{', 'b', '!', '}', '{', '(', 'b', '/', 'a', ')', '!', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'postfix', '__ANON_1', 'BANG', 'R_BRACE', 'L_BRACE', 'postfix', 'group', 'L_PAREN', 'mp', '__ANON_1', 'DIV', '__ANON_1', 'R_PAREN', 'BANG', 'R_BRACE']","[17, 140]","['elementary-number-theory', 'functional-equations']"
FUNC,"['f', '(', 'x', ')', '=', 'a', '+', 'b', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', '__ANON_1', 'ADD', 'unary', '__ANON_1', '__ANON_1']","[17, 140]","['elementary-number-theory', 'functional-equations']"
FUNC,"['f', '(', 'x', ')', '=', '+', 'x']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', 'expr_atom', 'number', 'ADD', '__ANON_1']","[17, 140]","['elementary-number-theory', 'functional-equations']"
SCAL,"['4', '8', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","[17, 41, 335]","['elementary-number-theory', 'proof-writing', 'divisibility']"
SCAL,"['5', '3']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","[17, 177]","['elementary-number-theory', 'modular-arithmetic']"
SCAL,"['2', 'a', '+', '1']","['additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","[52, 17]","['sequences-and-series', 'elementary-number-theory']"
SCAL,"['2', 'a']","['unary', 'expr_atom', '__ANON_3', '__ANON_1']","[52, 17]","['sequences-and-series', 'elementary-number-theory']"
SCAL,"['2', 'a', '+', '1']","['additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","[52, 17]","['sequences-and-series', 'elementary-number-theory']"
FUNC,"['f', '(', 'x', ')', '=', 'x', '+', 's', '(', 'x', ')']","['func_expr', 'func_name_arg', 'func_name', '__ANON_1', 'L_PAREN', '__ANON_1', 'R_PAREN', 'EQUAL', 'additive', '__ANON_1', 'ADD', 'unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']",[17],['elementary-number-theory']
SCAL,"['a', 'r']","['unary', '__ANON_1', '__ANON_1']","[68, 17, 177]","['number-theory', 'elementary-number-theory', 'modular-arithmetic']"
SCAL,"['0', '3', '7']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","[17, 335, 46]","['elementary-number-theory', 'divisibility', 'decimal-expansion']"
SCAL,"['\\frac', '{', '1', '0', '^', 'n', '}', '{', 'k', '}']","['expr_atom', 'CMD_FRAC', 'L_BRACE', 'exp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'CARET', '__ANON_1', 'R_BRACE', 'L_BRACE', '__ANON_1', 'R_BRACE']","[17, 335, 46]","['elementary-number-theory', 'divisibility', 'decimal-expansion']"
SCAL,"['5', '^', 'n', '-', '8', 'n', '^', '2', '+', '4', 'n', '-', '1']","['additive', 'additive', 'exp', 'expr_atom', '__ANON_3', 'CARET', '__ANON_1', 'SUB', 'unary', 'expr_atom', '__ANON_3', 'exp', '__ANON_1', 'CARET', 'expr_atom', '__ANON_3', 'ADD', 'additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['1', '1', '1', '1']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']","[17, 40, 41, 163]","['elementary-number-theory', 'proof-verification', 'proof-writing', 'recreational-mathematics']"
SCAL,"['1', '0', '1', '0', '1', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['e', '^', '{', 'e', '^', '{', 'x', '}', '-', '1', '}']","['exp', '__ANON_1', 'CARET', 'L_BRACE', 'additive', 'exp', '__ANON_1', 'CARET', 'L_BRACE', '__ANON_1', 'R_BRACE', 'SUB', 'expr_atom', '__ANON_3', 'R_BRACE']",[17],['elementary-number-theory']
SCAL,"['1', '0', 'a', '+', 'b']","['additive', 'unary', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_1', 'ADD', '__ANON_1']",[17],['elementary-number-theory']
SCAL,"['f', '(', 'n', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', '__ANON_1', 'R_PAREN']","[44, 17]","['limits', 'elementary-number-theory']"
SCAL,"['2', 'n', '+', '1']","['additive', 'unary', 'expr_atom', '__ANON_3', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3']","[30, 17, 8]","['combinatorics', 'elementary-number-theory', 'discrete-mathematics']"
SCAL,"['2', 'n']","['unary', 'expr_atom', '__ANON_3', '__ANON_1']","[30, 17, 8]","['combinatorics', 'elementary-number-theory', 'discrete-mathematics']"
SCAL,"['1', '8', '9']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","[17, 195]","['elementary-number-theory', 'prime-numbers']"
SCAL,"['1', '8', '9']","['expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3']","[17, 195]","['elementary-number-theory', 'prime-numbers']"
SCAL,"['n', '(', 'n', '+', '1', ')']","['unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN']","[17, 11]","['elementary-number-theory', 'induction']"
SCAL,"['n', '(', 'n', '+', '1', ')', '/', '2']","['mp', 'unary', '__ANON_1', 'group', 'L_PAREN', 'additive', '__ANON_1', 'ADD', 'expr_atom', '__ANON_3', 'R_PAREN', 'DIV', 'expr_atom', '__ANON_3']",[17],['elementary-number-theory']
SCAL,"['x', 'y']","['unary', '__ANON_1', '__ANON_1']",[17],['elementary-number-theory']
SCAL,"['m', '+', 'n', '-', '1']","['additive', '__ANON_1', 'ADD', 'additive', '__ANON_1', 'SUB', 'expr_atom', '__ANON_3']","[68, 17, 46]","['number-theory', 'elementary-number-theory', 'decimal-expansion']"
SCAL,"['7', 'n']","['unary', 'expr_atom', '__ANON_3', '__ANON_1']","[17, 40]","['elementary-number-theory', 'proof-verification']"
SCAL,"['2', '3']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","[68, 17, 46]","['number-theory', 'elementary-number-theory', 'decimal-expansion']"
SCAL,"['4', '0']","['expr_atom', 'integer', '__ANON_3', '__ANON_3']","[68, 17, 46]","['number-theory', 'elementary-number-theory', 'decimal-expansion']"
SCAL,"['8', '9', '^', '{', '1', '3', '5', '}']","['exp', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', 'CARET', 'L_BRACE', 'expr_atom', 'integer', '__ANON_3', '__ANON_3', '__ANON_3', 'R_BRACE']","[17, 177]","['elementary-number-theory', 'modular-arithmetic']"
