fid,mtype,exprstr,mention,tags
632fbf4f837ac920af6c37d4_f_1_8_0,FUNC,x,,"['algebra-precalculus', 'trigonometry']"
632f834c837ac920af66ff02_f_0_2_0,FUNC,R,,"['trigonometry', 'complex-numbers', 'logarithms', 'real-numbers']"
6327106b06a69a3f488de8d7_f_2_32_0,SCAL, and ,,"['trigonometry', 'analytic-geometry']"
632f834c837ac920af66ff02_f_0_4_0,FUNC,R,an expression,"['trigonometry', 'complex-numbers', 'logarithms', 'real-numbers']"
6327106b06a69a3f488de8d7_f_2_35_0,SCAL, and ,"( a , b ) f_2_35_0","['trigonometry', 'analytic-geometry']"
632f834c837ac920af66ff02_f_0_9_0,SCAL,(1),,"['trigonometry', 'complex-numbers', 'logarithms', 'real-numbers']"
6327106b06a69a3f488de8d7_f_2_46_0,SCAL,2 ,d ) f_2_36_0 r f_2_37_0   f_2_46_0 f_2_38_0,"['trigonometry', 'analytic-geometry']"
632f834c837ac920af66ff02_f_0_10_0,FUNC,\ln,,"['trigonometry', 'complex-numbers', 'logarithms', 'real-numbers']"
632f834c837ac920af66ff02_f_0_11_0,FUNC,\arccos,,"['trigonometry', 'complex-numbers', 'logarithms', 'real-numbers']"
6327106b06a69a3f488de8d7_f_2_39_0,SCAL, and ,,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c37f2_f_0_0_0,SCAL,800 ,the satellite,"['geometry', 'trigonometry', 'physics']"
632fbf4f837ac920af6c37f2_f_0_1_0,SCAL,406 ,,"['geometry', 'trigonometry', 'physics']"
6327106b06a69a3f488de8d7_f_2_41_0,SCAL, and ,,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c37f2_f_0_2_0,SCAL,400 ,,"['geometry', 'trigonometry', 'physics']"
632fbf4f837ac920af6c37f2_f_0_3_0,SCAL,250 ,,"['geometry', 'trigonometry', 'physics']"
6327106b06a69a3f488de8d7_f_2_51_0,SCAL,2 ,f_2_45_0 r^ f_2_51_0,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c38bb_f_0_3_0,SCAL,42.3,,['trigonometry']
6327106b06a69a3f488de8d7_f_2_48_0,SCAL, and ,,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c38bb_f_0_4_0,SCAL,20,,['trigonometry']
632f834c837ac920af66ff02_f_3_3_0,SCAL,g(x),,"['trigonometry', 'complex-numbers', 'logarithms', 'real-numbers']"
6327106b06a69a3f488de8d7_f_2_49_0,SCAL, is ,,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c38bb_f_0_5_0,SCAL,42.3,,['trigonometry']
6327106b06a69a3f488de8d7_f_2_52_0,SCAL,2 ,} f_2_50_0 ( x - a)^ f_2_52_0,"['trigonometry', 'analytic-geometry']"
632fbf4f837ac920af6c38bb_f_0_7_0,SCAL,22.3,,['trigonometry']
632fbf4f837ac920af6c38bb_f_0_9_0,FUNC,\cos,,['trigonometry']
6327106b06a69a3f488de8fe_f_1_0_0,FUNC,y,length,['trigonometry']
632fbf4f837ac920af6c38bb_f_2_3_0,SET,"[0,360]",the range,['trigonometry']
6327106b06a69a3f488de8fe_f_1_1_0,FUNC,x,,['trigonometry']
6327106b06a69a3f488de8fe_f_1_2_0,FUNC,y,,['trigonometry']
6327106b06a69a3f488de8fe_f_2_0_0,SCAL,2x,the triangle,['trigonometry']
6327106b06a69a3f488de8fe_f_2_1_0,SCAL,2x,length   f_2_1_0,['trigonometry']
6327106b06a69a3f488de8fe_f_2_2_0,FUNC,x,length   f_2_2_0,['trigonometry']
6327106b06a69a3f488de915_f_0_1_0,SCAL,1000,,"['geometry', 'algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de915_f_1_1_0,FUNC,R,the radius,"['geometry', 'algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de915_f_1_6_0,SCAL,5,,"['geometry', 'algebra-precalculus', 'trigonometry']"
6327106b06a69a3f488de938_f_0_2_0,FUNC,y,the form,"['calculus', 'trigonometry', 'integral-equations']"
632fbf4f837ac920af6c38ce_f_0_0_0,FUNC,k,,['trigonometry']
6327106b06a69a3f488de938_f_1_2_0,FUNC,K,,"['calculus', 'trigonometry', 'integral-equations']"
6327106b06a69a3f488de938_f_2_0_0,FUNC,x,,"['calculus', 'trigonometry', 'integral-equations']"
6327106b06a69a3f488de938_f_2_6_0,FUNC,K,,"['calculus', 'trigonometry', 'integral-equations']"
6327106b06a69a3f488de938_f_2_9_0,SCAL,y(x),the second case,"['calculus', 'trigonometry', 'integral-equations']"
6327106b06a69a3f488de938_f_2_12_0,FUNC,A,,"['calculus', 'trigonometry', 'integral-equations']"
6327106b06a69a3f488de938_f_2_13_0,FUNC,B,,"['calculus', 'trigonometry', 'integral-equations']"
6327106b06a69a3f488de938_f_2_14_0,SCAL,y(x),the fourth case,"['calculus', 'trigonometry', 'integral-equations']"
6327106b06a69a3f488de938_f_2_15_0,FUNC,x,,"['calculus', 'trigonometry', 'integral-equations']"
632f834c837ac920af66ff14_f_0_2_0,FUNC,y,,"['algebra-precalculus', 'trigonometry', 'contest-math', 'plane-geometry']"
6327106b06a69a3f488de98b_f_0_4_0,SCAL,150^2,,"['calculus', 'integration', 'trigonometry']"
6327106b06a69a3f488de98b_f_0_5_0,SCAL,1,,"['calculus', 'integration', 'trigonometry']"
632fbf4f837ac920af6c38f7_f_2_8_0,FUNC,x,,['trigonometry']
632f834c837ac920af66ff14_f_1_7_0,SCAL,(1),,"['algebra-precalculus', 'trigonometry', 'contest-math', 'plane-geometry']"
632f834c837ac920af66ff14_f_1_8_0,SCAL,(2),,"['algebra-precalculus', 'trigonometry', 'contest-math', 'plane-geometry']"
632f834c837ac920af66ff14_f_2_4_0,FUNC,x,,"['algebra-precalculus', 'trigonometry', 'contest-math', 'plane-geometry']"
6327106b06a69a3f488de99f_f_0_3_0,SCAL,0,,"['trigonometry', 'special-functions']"
632f834c837ac920af66ff14_f_2_6_0,FUNC,y,,"['algebra-precalculus', 'trigonometry', 'contest-math', 'plane-geometry']"
6327106b06a69a3f488de9bc_f_0_32_0,SCAL,0 ,f_0_30,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_2_0,SCAL,10^{-10},accuracy,"['trigonometry', 'numerical-methods', 'approximation']"
632fbf4f837ac920af6c38f9_f_1_2_0,SET,P(x),,['trigonometry']
6327106b06a69a3f488de9bc_f_0_4_0,SCAL,2 ,// Equation Coefficients,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_5_0,SCAL,25 ,,"['trigonometry', 'numerical-methods', 'approximation']"
632fbf4f837ac920af6c38f9_f_1_4_0,SCAL,x^3,,['trigonometry']
6327106b06a69a3f488de9bc_f_0_6_0,SCAL,4 ,= s,"['trigonometry', 'numerical-methods', 'approximation']"
632f834c837ac920af66ff14_f_3_7_0,FUNC,C,,"['algebra-precalculus', 'trigonometry', 'contest-math', 'plane-geometry']"
6327106b06a69a3f488de9bc_f_0_7_0,SCAL,2 ,s,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_8_0,SCAL,6 ,* s_2,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_9_0,SCAL,4 ,s,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_10_0,SCAL,8 ,* s_2,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_11_0,SCAL,6 ,s,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_12_0,SCAL,10 ,* s_2,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_13_0,SCAL,8 ,_ f_0_13_0 * s_2,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_15_0,SCAL,2 ,  = 1.0 - s,"['trigonometry', 'numerical-methods', 'approximation']"
632fbf4f837ac920af6c38f9_f_2_1_0,SCAL,4 ,,['trigonometry']
6327106b06a69a3f488de9bc_f_0_17_0,SCAL,4 ,+,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_19_0,SCAL,6 ,/   24.0 - s,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_21_0,SCAL,8 ,+ s _ f_0_21_0,"['trigonometry', 'numerical-methods', 'approximation']"
632f834c837ac920af66ff14_f_3_18_0,FUNC,y,,"['algebra-precalculus', 'trigonometry', 'contest-math', 'plane-geometry']"
6327106b06a69a3f488de9bc_f_0_23_0,SCAL,10 ,- s,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_24_0,SCAL,5 ,,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_25_0,SCAL,2 ,f_0_24_0 - s,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_27_0,SCAL,4 ,12.0 +,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_29_0,SCAL,6 ,240.0 - s,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_0_31_0,SCAL,8 ,- s,"['trigonometry', 'numerical-methods', 'approximation']"
632f834c837ac920af66ff9c_f_1_0_0,FUNC,u,the angle,"['trigonometry', 'derivatives', 'alternative-proof']"
6327106b06a69a3f488de9bc_f_0_33_0,SCAL,10 ,- s,"['trigonometry', 'numerical-methods', 'approximation']"
632f834c837ac920af66ff9c_f_1_1_0,FUNC,u,,"['trigonometry', 'derivatives', 'alternative-proof']"
6327106b06a69a3f488de9bc_f_2_0_0,SCAL,2001 ,,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_3_1_0,FUNC,n,,"['trigonometry', 'numerical-methods', 'approximation']"
632f834c837ac920af66ff9c_f_1_5_0,FUNC,u,,"['trigonometry', 'derivatives', 'alternative-proof']"
632f834c837ac920af66ff9c_f_1_6_0,FUNC,u,,"['trigonometry', 'derivatives', 'alternative-proof']"
6327106b06a69a3f488de9bc_f_3_3_0,FUNC,n,,"['trigonometry', 'numerical-methods', 'approximation']"
632f834c837ac920af66ffce_f_0_0_0,SCAL,3 ,,"['linear-algebra', 'trigonometry', 'circles', 'spherical-trigonometry']"
632f834c837ac920af66ffce_f_1_0_0,SCAL,x-y,,"['linear-algebra', 'trigonometry', 'circles', 'spherical-trigonometry']"
6327106b06a69a3f488de9bc_f_3_6_0,SCAL,1 ,,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_3_7_0,SCAL,252 ,,"['trigonometry', 'numerical-methods', 'approximation']"
632fbf4f837ac920af6c390e_f_0_3_0,FUNC,x,,['trigonometry']
6327106b06a69a3f488de9bc_f_3_8_0,SCAL,1 ,,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_3_9_0,SCAL,252 ,,"['trigonometry', 'numerical-methods', 'approximation']"
632fbf4f837ac920af6c390e_f_0_5_0,SCAL,4,my reference,['trigonometry']
632f834c837ac920af66ffce_f_1_4_0,FUNC,R,an appropriate rotation,"['linear-algebra', 'trigonometry', 'circles', 'spherical-trigonometry']"
6327106b06a69a3f488de9bc_f_3_10_0,SCAL,2 ,Do[co,"['trigonometry', 'numerical-methods', 'approximation']"
632f834c837ac920af66ffce_f_1_5_0,FUNC,R,,"['linear-algebra', 'trigonometry', 'circles', 'spherical-trigonometry']"
6327106b06a69a3f488de9bc_f_3_11_0,SCAL,2 ,co^ f_3_11_0,"['trigonometry', 'numerical-methods', 'approximation']"
632f834c837ac920af66ffce_f_1_6_0,FUNC,z,,"['linear-algebra', 'trigonometry', 'circles', 'spherical-trigonometry']"
632f834c837ac920af66ffce_f_1_8_0,FUNC,R,the rotation,"['linear-algebra', 'trigonometry', 'circles', 'spherical-trigonometry']"
6327106b06a69a3f488de9bc_f_5_2_0,SCAL,1 ,,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_5_3_0,SCAL,105 ,za^2/,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_5_4_0,SCAL,1 ,,"['trigonometry', 'numerical-methods', 'approximation']"
632f834c837ac920af66ffce_f_1_11_0,SCAL,x-y,,"['linear-algebra', 'trigonometry', 'circles', 'spherical-trigonometry']"
6327106b06a69a3f488de9bc_f_5_5_0,SCAL,7 ,za^2/,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_5_6_0,SCAL,2 ,,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_5_7_0,SCAL,1 ,,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_5_8_0,SCAL,1 ,,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_5_9_0,SCAL,1 ,,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_5_10_0,SCAL,2 ,,"['trigonometry', 'numerical-methods', 'approximation']"
6327106b06a69a3f488de9bc_f_5_11_0,SCAL,1 ,,"['trigonometry', 'numerical-methods', 'approximation']"
632fbf4f837ac920af6c390e_f_4_1_0,FUNC,y,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_3_0,SCAL,y-1,,['trigonometry']
632f834c837ac920af66ffeb_f_0_2_0,FUNC,x,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_6_0,FUNC,y,,['trigonometry']
632f834c837ac920af66ffeb_f_0_4_0,FUNC,a,sides,['trigonometry']
632fbf4f837ac920af6c390e_f_4_7_0,SCAL,1 ,,['trigonometry']
6327106b06a69a3f488de9bf_f_1_1_0,SCAL,8x^3-6x+1,,"['geometry', 'trigonometry']"
632f834c837ac920af66ffeb_f_0_5_0,FUNC,b,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_8_0,SCAL,3 ,y^2)^,['trigonometry']
632f834c837ac920af66ffeb_f_0_6_0,FUNC,c,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_9_0,SCAL,4 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_10_0,SCAL,1 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_11_0,SCAL,2 ,( f_4_10_0 - y^2)^ f_4_11_0,['trigonometry']
632fbf4f837ac920af6c390e_f_4_12_0,SCAL,8 ,,['trigonometry']
6327106b06a69a3f488de9bf_f_1_6_0,FUNC,n,,"['geometry', 'trigonometry']"
632fbf4f837ac920af6c390e_f_4_13_0,SCAL,1 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_14_0,SCAL,1 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_15_0,SCAL,1 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_16_0,SCAL,2 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_17_0,SCAL,2 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_18_0,SCAL,1 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_19_0,SCAL,5 ,( f_4_18_0 - y^2,['trigonometry']
632fbf4f837ac920af6c390e_f_4_20_0,SCAL,2 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_21_0,SCAL,1 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_22_0,SCAL,5 ,( f_4_21_0 - y^2,['trigonometry']
632f834c837ac920af66ffeb_f_2_4_0,FUNC,R,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_23_0,SCAL,2 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_24_0,SCAL,1 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_25_0,SCAL,2 ,( f_4_24_0 - y^2,['trigonometry']
632fbf4f837ac920af6c390e_f_4_26_0,SCAL,2 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_27_0,SCAL,2 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_28_0,SCAL,2 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_29_0,SCAL,2 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_30_0,SCAL,3 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_31_0,SCAL,2 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_32_0,SCAL,2 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_33_0,SCAL,2 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_34_0,SCAL,2 ,,['trigonometry']
632fbf4f837ac920af6c390e_f_4_35_0,SCAL,2 ,,['trigonometry']
632f834c837ac920af66fffc_f_0_2_0,FUNC,x,,"['trigonometry', 'power-series', 'approximation', 'hyperbolic-functions']"
632fbf4f837ac920af6c390e_f_4_36_0,FUNC,y,,['trigonometry']
632f834c837ac920af66fffc_f_0_3_0,FUNC,x,,"['trigonometry', 'power-series', 'approximation', 'hyperbolic-functions']"
6327106b06a69a3f488de9db_f_2_7_0,SET,"(1,3)",the binomial coefficients,['trigonometry']
632f834c837ac920af66fffc_f_0_4_0,FUNC,x,,"['trigonometry', 'power-series', 'approximation', 'hyperbolic-functions']"
632fbf4f837ac920af6c390e_f_5_5_0,FUNC,p,,['trigonometry']
6327106b06a69a3f488de9db_f_2_14_0,FUNC,n,every nonnegative integer,['trigonometry']
6327106b06a69a3f488de9db_f_3_3_0,FUNC,n,,['trigonometry']
632fbf4f837ac920af6c395c_f_0_1_0,FUNC,n,induction,"['limits', 'trigonometry', 'convergence-divergence']"
6327106b06a69a3f488de9db_f_4_3_0,FUNC,t,,['trigonometry']
6327106b06a69a3f488de9db_f_4_4_0,SET,\mathbb R,,['trigonometry']
6327106b06a69a3f488de9db_f_4_7_0,FUNC,t,,['trigonometry']
6327106b06a69a3f488de9db_f_4_8_0,SET,\mathbb R,,['trigonometry']
632f834c837ac920af670019_f_0_0_0,SCAL,1000 ,a square Mercator map,"['calculus', 'trigonometry', 'conformal-geometry']"
632f834c837ac920af670019_f_0_2_0,FUNC,x,the equator,"['calculus', 'trigonometry', 'conformal-geometry']"
632f834c837ac920af670019_f_1_1_0,FUNC,k,the   scale factor    f_1_1_0,"['calculus', 'trigonometry', 'conformal-geometry']"
632fbf4f837ac920af6c399b_f_1_0_0,FUNC,X,,"['calculus', 'functions', 'derivatives', 'trigonometry', 'partial-derivative']"
632fbf4f837ac920af6c399b_f_1_1_0,FUNC,Y,,"['calculus', 'functions', 'derivatives', 'trigonometry', 'partial-derivative']"
632f834c837ac920af670019_f_1_7_0,FUNC,R,,"['calculus', 'trigonometry', 'conformal-geometry']"
632fbf4f837ac920af6c399b_f_1_6_0,FUNC,g,,"['calculus', 'functions', 'derivatives', 'trigonometry', 'partial-derivative']"
632fbf4f837ac920af6c399b_f_1_7_0,FUNC,h,,"['calculus', 'functions', 'derivatives', 'trigonometry', 'partial-derivative']"
632f834c837ac920af670019_f_1_9_0,SCAL,60^o,,"['calculus', 'trigonometry', 'conformal-geometry']"
632f834c837ac920af67001e_f_0_0_0,SCAL,2 ,,"['trigonometry', 'triangles']"
6327106b06a69a3f488de9db_f_6_2_0,SCAL,(3),,['trigonometry']
632f834c837ac920af67001e_f_0_6_0,FUNC,a,,"['trigonometry', 'triangles']"
6327106c06a69a3f488dea38_f_0_6_0,FUNC,n,,"['calculus', 'trigonometry', 'polynomials', 'derivatives']"
6327106c06a69a3f488dea38_f_0_7_0,SCAL,1 ,,"['calculus', 'trigonometry', 'polynomials', 'derivatives']"
6327106c06a69a3f488dea38_f_1_0_0,SCAL,n^{th},the formula,"['calculus', 'trigonometry', 'polynomials', 'derivatives']"
6327106c06a69a3f488dea38_f_1_2_0,FUNC,x,,"['calculus', 'trigonometry', 'polynomials', 'derivatives']"
632fbf4f837ac920af6c39c9_f_2_3_0,FUNC,C,,"['ordinary-differential-equations', 'trigonometry', 'substitution', 'initial-value-problems']"
6327106c06a69a3f488dea38_f_1_10_0,SCAL,(1),,"['calculus', 'trigonometry', 'polynomials', 'derivatives']"
632fbf4f837ac920af6c39c9_f_2_6_0,SCAL,(1),,"['ordinary-differential-equations', 'trigonometry', 'substitution', 'initial-value-problems']"
632f834c837ac920af67002d_f_2_1_0,FUNC,x,,"['trigonometry', 'summation']"
6327106c06a69a3f488dea38_f_2_6_0,FUNC,x,,"['calculus', 'trigonometry', 'polynomials', 'derivatives']"
632fbf4f837ac920af6c39ca_f_1_0_0,SCAL,2,,"['algebra-precalculus', 'trigonometry']"
632f834c837ac920af67008b_f_0_1_0,FUNC,x,,"['calculus', 'trigonometry', 'conformal-geometry']"
632fbf4f837ac920af6c39ca_f_1_1_0,SCAL,2 ,difference,"['algebra-precalculus', 'trigonometry']"
6327106c06a69a3f488dea63_f_0_0_0,SCAL,360 ,,['trigonometry']
6327106c06a69a3f488dea63_f_1_6_0,SCAL,0 ,,['trigonometry']
6327106c06a69a3f488dea63_f_1_1_0,SCAL,360 ,,['trigonometry']
6327106c06a69a3f488dea63_f_1_3_0,SCAL,90 ,,['trigonometry']
632fbf4f837ac920af6c39ca_f_2_5_0,FUNC,\cos,,"['algebra-precalculus', 'trigonometry']"
6327106c06a69a3f488dea63_f_1_5_0,SCAL,180 ,,['trigonometry']
632f834c837ac920af67008b_f_1_3_0,FUNC,x ,,"['calculus', 'trigonometry', 'conformal-geometry']"
6327106c06a69a3f488dea63_f_1_7_0,SCAL,270 ,,['trigonometry']
632f834c837ac920af6700c8_f_0_0_0,SCAL,5^{th},,"['trigonometry', 'triangles']"
632f834c837ac920af6700c8_f_0_5_0,FUNC,C,"two unknowns , side   f_0_5_0","['trigonometry', 'triangles']"
6327106c06a69a3f488dea78_f_0_2_0,FUNC,y,,['trigonometry']
6327106c06a69a3f488dea78_f_0_3_0,FUNC,x,,['trigonometry']
632f834c837ac920af6700c8_f_1_0_0,SCAL,1 ,,"['trigonometry', 'triangles']"
632f834c837ac920af6700c8_f_2_0_0,SET,D1,,"['trigonometry', 'triangles']"
6327106c06a69a3f488dea78_f_1_1_0,FUNC,x,,['trigonometry']
632f834c837ac920af6700c8_f_2_1_0,SET,D2,,"['trigonometry', 'triangles']"
632f834c837ac920af6700c8_f_2_2_0,SET,A2,another angle,"['trigonometry', 'triangles']"
632f834c837ac920af6700c8_f_2_3_0,SET,D2,the side,"['trigonometry', 'triangles']"
6327106c06a69a3f488dea83_f_0_1_0,FUNC,\tan,,['trigonometry']
632f834c837ac920af6700c8_f_2_4_0,SET,A2,,"['trigonometry', 'triangles']"
6327106c06a69a3f488dea83_f_1_1_0,FUNC,y,,['trigonometry']
632fbf4f837ac920af6c39ce_f_0_2_0,SCAL,0 ,f_0_0 _ f_0_2_0 solutions,['trigonometry']
632f834c837ac920af6700c8_f_3_2_0,SCAL,1 ,,"['trigonometry', 'triangles']"
632fbf4f837ac920af6c39ce_f_0_3_0,SCAL,360 ,,['trigonometry']
632fbf4f837ac920af6c39ce_f_0_4_0,SCAL,2 ,,['trigonometry']
632fbf4f837ac920af6c39ce_f_0_5_0,SCAL,2 ,,['trigonometry']
632fbf4f837ac920af6c39ce_f_0_6_0,SCAL,180 ,,['trigonometry']
632fbf4f837ac920af6c39ce_f_0_7_0,SCAL,1 ,,['trigonometry']
6327106c06a69a3f488dea84_f_0_1_0,FUNC,\cot,,['trigonometry']
6327106c06a69a3f488dea84_f_2_0_0,FUNC,t,an angle,['trigonometry']
632f834c837ac920af6700da_f_0_0_0,SCAL,p(z),a polynomial,"['complex-analysis', 'trigonometry', 'polynomials']"
632fbf4f837ac920af6c3a40_f_0_1_0,FUNC,x,,"['trigonometry', 'maxima-minima']"
632f834c837ac920af6700da_f_0_3_0,SCAL,p(z),,"['complex-analysis', 'trigonometry', 'polynomials']"
6327106c06a69a3f488dea84_f_2_5_0,FUNC,Z,the point,['trigonometry']
632fbf4f837ac920af6c3a40_f_1_2_0,FUNC,x,,"['trigonometry', 'maxima-minima']"
632f834c837ac920af6700da_f_1_0_0,FUNC,p,,"['complex-analysis', 'trigonometry', 'polynomials']"
6327106c06a69a3f488dea84_f_2_6_0,FUNC,O,,['trigonometry']
632fbf4f837ac920af6c3a40_f_1_3_0,FUNC,x,,"['trigonometry', 'maxima-minima']"
6327106c06a69a3f488dea84_f_2_7_0,FUNC,Q,,['trigonometry']
6327106c06a69a3f488dea84_f_2_8_0,FUNC,I,,['trigonometry']
632f834c837ac920af6700da_f_1_2_0,FUNC,p(z)=z,,"['complex-analysis', 'trigonometry', 'polynomials']"
632fbf4f837ac920af6c3a40_f_1_5_0,FUNC,y,,"['trigonometry', 'maxima-minima']"
632fbf4f837ac920af6c3a40_f_1_6_0,FUNC,x,,"['trigonometry', 'maxima-minima']"
632fbf4f837ac920af6c3a40_f_1_7_0,FUNC,x,,"['trigonometry', 'maxima-minima']"
632f834c837ac920af6700da_f_1_5_0,SET,\mathbb C,,"['complex-analysis', 'trigonometry', 'polynomials']"
632f834c837ac920af6700da_f_1_7_0,FUNC,R,,"['complex-analysis', 'trigonometry', 'polynomials']"
632fbf4f837ac920af6c3acd_f_0_1_0,SCAL,2,sides,['trigonometry']
632f834c837ac920af6700da_f_1_8_0,FUNC,z,,"['complex-analysis', 'trigonometry', 'polynomials']"
632fbf4f837ac920af6c3acd_f_0_2_0,SCAL,3,,['trigonometry']
632fbf4f837ac920af6c3acd_f_0_3_0,SCAL,4,,['trigonometry']
632f834c837ac920af6700da_f_1_11_0,FUNC,f,,"['complex-analysis', 'trigonometry', 'polynomials']"
632f834c837ac920af6700da_f_1_13_0,FUNC,f,,"['complex-analysis', 'trigonometry', 'polynomials']"
632fbf4f837ac920af6c3acd_f_1_4_0,FUNC,S,area   f_1_4_0,['trigonometry']
632f834c837ac920af6700ed_f_0_1_0,SCAL,sin(x),,"['trigonometry', 'metric-spaces']"
6327106c06a69a3f488dea84_f_3_9_0,FUNC,f(0)=0,,['trigonometry']
632fbf4f837ac920af6c3acd_f_1_5_0,FUNC,r,,['trigonometry']
632f834c837ac920af6700ed_f_0_2_0,SCAL,sin(x),,"['trigonometry', 'metric-spaces']"
6327106c06a69a3f488dea84_f_3_10_0,FUNC,f,,['trigonometry']
632fbf4f837ac920af6c3acd_f_1_6_0,FUNC,R,,['trigonometry']
632f834c837ac920af6700ed_f_0_3_0,FUNC,p,an approximation   f_0_3_0,"['trigonometry', 'metric-spaces']"
6327106c06a69a3f488dea84_f_3_12_0,FUNC,f,,['trigonometry']
632f834c837ac920af6700ed_f_1_0_0,FUNC,p,,"['trigonometry', 'metric-spaces']"
632f834c837ac920af6700ed_f_1_2_0,FUNC,\sin,,"['trigonometry', 'metric-spaces']"
6327106c06a69a3f488dea84_f_3_17_0,FUNC,f,,['trigonometry']
632fbf4f837ac920af6c3acd_f_2_1_0,FUNC,R,the radius,['trigonometry']
632fbf4f837ac920af6c3acd_f_2_4_0,SCAL,(2),,['trigonometry']
632fbf4f837ac920af6c3acd_f_2_5_0,SCAL,(3),,['trigonometry']
