fid,mtype,exprstr,mention,tokens,tags
63302e0a837ac920af774f8b_f_2_9_0,FUNC,\cos,an even function,\cos,"['trigonometry', 'roots']"
63302e0b837ac920af775475_f_3_0_0,SCAL,2 ,a fraction,2,"['algebra-precalculus', 'trigonometry']"
63302e0b837ac920af7756bd_f_2_12_0,FUNC,\tan,Other similiar functions,\tan,['trigonometry']
63302e0c837ac920af77589e_f_0_1_0,SCAL,0 ,f_0_0 _ f_0_1_0 dynamic constants,0,"['trigonometry', 'polynomials']"
632ff6d9837ac920af71b74f_f_1_6_0,FUNC,m,a periodic function,['m'],"['integration', 'trigonometry', 'maxima-minima']"
63302e0c837ac920af775b09_f_1_1_0,FUNC,f,any even or odd function   f_1_1_0,['f'],"['trigonometry', 'fourier-analysis', 'fourier-series', 'signal-processing']"
632ff6d9837ac920af71bb83_f_0_2_0,SCAL,1.0,a diagonal value,"['1', '0']",['trigonometry']
632fb8d4837ac920af6b980f_f_1_0_0,FUNC,f(x)=x^2,the function,"['f', '(', 'x', ')', '=', 'x', '^', '2']",['trigonometry']
632fb8d4837ac920af6b98a3_f_5_19_0,FUNC,f,the function,['f'],"['trigonometry', 'substitution']"
632fb8d4837ac920af6b9904_f_0_1_0,FUNC,"f,g:U\to \mathbb{C}",two differentiable functions,"['f', ',', 'g', ':', 'U', '\\to', '\\mathbb{C}']","['complex-analysis', 'derivatives', 'trigonometry', 'complex-numbers']"
632fb8d4837ac920af6b9904_f_0_6_0,FUNC,z:U\to \mathbb{C},a function   f_0_6_0,"['z', ':', 'U', '\\to', '\\mathbb{C}']","['complex-analysis', 'derivatives', 'trigonometry', 'complex-numbers']"
632fb8d4837ac920af6b9904_f_0_13_0,FUNC,g:U\to \mathbb{C},a function   f_0_13_0,"['g', ':', 'U', '\\to', '\\mathbb{C}']","['complex-analysis', 'derivatives', 'trigonometry', 'complex-numbers']"
632fb8d4837ac920af6b9904_f_1_2_0,FUNC,h,a function   f_1_2_0,['h'],"['complex-analysis', 'derivatives', 'trigonometry', 'complex-numbers']"
632fb8d4837ac920af6b9904_f_2_4_0,FUNC,u,functions,['u'],"['complex-analysis', 'derivatives', 'trigonometry', 'complex-numbers']"
632ff6da837ac920af71bed1_f_4_8_0,SCAL,(a+b),the minimum value,"['(', 'a', '+', 'b', ')']",['trigonometry']
63302e0d837ac920af7760b9_f_1_0_0,FUNC,f(x)=f(-x),functions,"['f', '(', 'x', ')', '=', 'f', '(', '-', 'x', ')']",['trigonometry']
63302e0d837ac920af7760b9_f_2_9_0,FUNC,\arccos,here function,\arccos,['trigonometry']
632fb8d4837ac920af6b9abc_f_0_7_0,SCAL,-9/4,Correct minimum value,"['-', '9', '/', '4']","['real-analysis', 'trigonometry', 'derivatives', 'optimization', 'maxima-minima']"
632fb8d4837ac920af6b9abc_f_2_2_0,SCAL,-2.25,a minimal value,"['-', '2', '2']","['real-analysis', 'trigonometry', 'derivatives', 'optimization', 'maxima-minima']"
632ff6da837ac920af71c0a3_f_0_10_0,FUNC,f,the complex functions   f_0_10_0,['f'],"['complex-analysis', 'trigonometry', 'harmonic-functions', 'potential-theory']"
632ff6da837ac920af71c22f_f_3_1_0,FUNC,\arctan,function,\arctan,"['trigonometry', 'inverse-function']"
63302e0e837ac920af7763f5_f_1_12_0,SCAL,0.529919264233,the exact number,"['0', '5']",['trigonometry']
632ff6db837ac920af71c575_f_0_44_0,SCAL,2,and total number,2,"['trigonometry', 'nested-radicals']"
632ff6db837ac920af71c575_f_0_49_0,SCAL,57 ,the odd number,5,"['trigonometry', 'nested-radicals']"
632ff6db837ac920af71c575_f_0_51_0,SCAL,57 ,odd number,5,"['trigonometry', 'nested-radicals']"
63302e0e837ac920af7765e7_f_2_1_0,FUNC,f,a function   f_2_1_0           f_2_2_0,['f'],"['integration', 'trigonometry']"
632fb8d5837ac920af6b9dd6_f_2_3_0,SCAL,1,the values,1,"['functions', 'trigonometry', 'inequality']"
632fb8d5837ac920af6b9e10_f_1_0_0,FUNC,\sin,a bounded function,\sin,"['trigonometry', 'systems-of-equations', 'roots']"
632ff6dc837ac920af71cafd_f_2_2_0,FUNC,\sin,a function,\sin,"['geometry', 'trigonometry', 'reference-request', 'notation', 'terminology']"
632ff6dc837ac920af71cafd_f_2_20_0,FUNC,\sin,The function,\sin,"['geometry', 'trigonometry', 'reference-request', 'notation', 'terminology']"
632fb8d5837ac920af6b9f97_f_1_24_0,SCAL,1,whatever number,1,"['geometry', 'trigonometry']"
632ff6dc837ac920af71cb2d_f_1_2_0,FUNC,f:X\to Y,a function   f_1_2_0,"['f', ':', 'X', '\\to', 'Y']","['trigonometry', 'solution-verification', 'equivalence-relations']"
63302e0f837ac920af776aa8_f_2_0_0,FUNC,\cos,function,\cos,"['trigonometry', 'inverse']"
63302e0f837ac920af776aa8_f_2_2_0,FUNC,\cos,a function,\cos,"['trigonometry', 'inverse']"
63302e0f837ac920af776aa8_f_2_5_0,FUNC,f:X\rightarrow Y,a function,"['f', ':', 'X', '\\rightarrow', 'Y']","['trigonometry', 'inverse']"
63302e0f837ac920af776aa8_f_2_6_0,FUNC,g:Y\rightarrow X,a function   f_2_6_0,"['g', ':', 'Y', '\\rightarrow', 'X']","['trigonometry', 'inverse']"
63302e0f837ac920af776aa8_f_2_11_0,FUNC,f,a bijective function,['f'],"['trigonometry', 'inverse']"
63302e0f837ac920af776aa8_f_2_17_0,FUNC,"\cos:\mathbb R\rightarrow [-1,1]",function,"['\\cos', ':', '\\mathbb', 'R', '\\rightarrow', '[', '1', ',', '1', ']']","['trigonometry', 'inverse']"
632fb8d5837ac920af6ba06d_f_2_6_0,SCAL,4x,a real number,"['4', 'x']",['trigonometry']
632fb8d5837ac920af6ba06d_f_2_13_0,SCAL,4x,a real number,"['4', 'x']",['trigonometry']
632fb8d5837ac920af6ba17b_f_1_4_0,SCAL,1007,a maximal value,1,"['trigonometry', 'inequality', 'optimization', 'summation', 'a.m.-g.m.-inequality']"
632ff6dc837ac920af71cec7_f_0_0_0,FUNC,f: \mathbb{R} \rightarrow \mathbb{R},the cosine function,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['real-analysis', 'trigonometry']"
63302e0f837ac920af776b6b_f_1_2_0,SCAL,g(x) ,constant,"['g', '(', 'x', ')']",['trigonometry']
632fb8d5837ac920af6ba350_f_6_24_0,FUNC,\tan,an increasing function,\tan,"['real-analysis', 'trigonometry', 'inequality', 'inverse-function', 'number-comparison']"
632ff6dc837ac920af71d063_f_1_9_0,SCAL,2 ,C f_1_8_0 and C f_1_9_0 constants,2,"['functions', 'trigonometry', 'solution-verification', 'inverse', 'tangent-line']"
632fb8d6837ac920af6ba499_f_1_2_0,FUNC,\sin,an odd function,\sin,['trigonometry']
632fb8d6837ac920af6ba594_f_0_5_0,FUNC,f,the function   f_0_5_0,['f'],"['calculus', 'trigonometry', 'derivatives', 'inverse-function']"
632fb8d6837ac920af6ba70b_f_3_0_0,FUNC,"f: \mathbb{R} \to [-1, 1]",the cosine function,"['f', ':', '\\mathbb{R}', '\\to', '[', '1', ',', '1', ']']","['trigonometry', 'graphing-functions']"
632fb8d6837ac920af6ba70b_f_3_16_0,FUNC,f,the function   f_3_16_0,['f'],"['trigonometry', 'graphing-functions']"
63302e10837ac920af776fe9_f_2_10_0,SCAL,2x,number,"['2', 'x']","['trigonometry', 'self-learning', 'periodic-functions']"
632fb8d6837ac920af6ba70b_f_3_20_0,FUNC,"g: \mathbb{R} \to [-1, 1]",The function,"['g', ':', '\\mathbb{R}', '\\to', '[', '1', ',', '1', ']']","['trigonometry', 'graphing-functions']"
632fb8d6837ac920af6ba70b_f_3_23_0,FUNC,"f: \mathbb{R} \to [-1, 1]",the cosine function,"['f', ':', '\\mathbb{R}', '\\to', '[', '1', ',', '1', ']']","['trigonometry', 'graphing-functions']"
632fb8d6837ac920af6ba70b_f_3_27_0,FUNC,g,the function,['g'],"['trigonometry', 'graphing-functions']"
63302e10837ac920af7770a3_f_0_9_0,SCAL,0,the value,0,"['trigonometry', 'fourier-series']"
63302e10837ac920af777230_f_3_3_0,SCAL, a + i b ,a constant vector   f_3_3_0,"['a', '+', 'i', 'b']",['trigonometry']
632ff6de837ac920af71d836_f_1_14_0,FUNC,y,The function,['y'],['trigonometry']
632fb8d7837ac920af6bae1e_f_0_3_0,SCAL,x^2+y^2+z^2,the value,"['x', '^', '2', '+', 'y', '^', '2', '+', 'z', '^', '2']","['algebra-precalculus', 'trigonometry']"
632ff6de837ac920af71d8e7_f_2_5_0,FUNC,F(x) = 0,the function,"['F', '(', 'x', ')', '=', '0']",['trigonometry']
632fb8d7837ac920af6baf17_f_2_10_0,FUNC,F,an arbitrary function,['F'],"['ordinary-differential-equations', 'trigonometry', 'differential-geometry', 'partial-differential-equations']"
632fb8d7837ac920af6baf17_f_2_16_0,FUNC,F,The function   f_2_16_0,['F'],"['ordinary-differential-equations', 'trigonometry', 'differential-geometry', 'partial-differential-equations']"
632fb8d7837ac920af6baf17_f_2_18_0,FUNC,F,the function,['F'],"['ordinary-differential-equations', 'trigonometry', 'differential-geometry', 'partial-differential-equations']"
632fb8d7837ac920af6baf17_f_2_19_0,FUNC,F,function,['F'],"['ordinary-differential-equations', 'trigonometry', 'differential-geometry', 'partial-differential-equations']"
63302e11837ac920af7775fc_f_0_9_0,FUNC,f,functions,['f'],"['trigonometry', 'functional-equations']"
632ff6de837ac920af71db13_f_3_9_0,SCAL,80 ,=   f_3_8_0 significant digits,8,['trigonometry']
632fb8d7837ac920af6bb070_f_2_33_0,FUNC,g(x)=x^2,another function   f_2_33_0,"['g', '(', 'x', ')', '=', 'x', '^', '2']","['algebra-precalculus', 'trigonometry']"
632fb8d7837ac920af6bb070_f_3_2_0,FUNC,f,your function,['f'],"['algebra-precalculus', 'trigonometry']"
632ff6de837ac920af71dc98_f_2_15_0,SCAL,16 ,any prime number,1,"['algebra-precalculus', 'trigonometry']"
632fb8d7837ac920af6bb1fe_f_5_9_0,SCAL,64,the constant term,6,"['trigonometry', 'factoring', 'fractions', 'substitution', 'quartics']"
632ff6df837ac920af71e31c_f_0_2_0,FUNC,z,a function,['z'],['trigonometry']
63302e13837ac920af7783ac_f_2_12_0,FUNC,y,trig functions,['y'],"['trigonometry', 'systems-of-equations']"
632fb8d9837ac920af6bbf66_f_1_3_0,FUNC,f,some invertible function   f_1_3_0,['f'],"['algebra-precalculus', 'trigonometry', 'inverse-function']"
632fb8d9837ac920af6bbf66_f_1_8_0,FUNC,\arcsin,functional,\arcsin,"['algebra-precalculus', 'trigonometry', 'inverse-function']"
632fb8da837ac920af6bc0c9_f_0_0_0,FUNC,f,all positive differentiable functions,['f'],"['calculus', 'integration', 'ordinary-differential-equations', 'trigonometry']"
63302e15837ac920af778b38_f_3_5_0,FUNC,\sin,a function call,\sin,"['trigonometry', 'notation']"
63302e15837ac920af778b65_f_0_2_0,FUNC,f,a smooth function,['f'],"['trigonometry', 'differential-geometry']"
63302e15837ac920af778daa_f_1_0_0,FUNC,f,The function,['f'],"['calculus', 'trigonometry', 'roots']"
632fb8da837ac920af6bc584_f_0_2_0,SCAL,1,the value   f_0_2_0,1,"['calculus', 'limits', 'trigonometry', 'ceiling-and-floor-functions']"
632fb8da837ac920af6bc584_f_0_5_0,SCAL,0,the value,0,"['calculus', 'limits', 'trigonometry', 'ceiling-and-floor-functions']"
63302e16837ac920af779148_f_0_2_0,FUNC,\cos,the functions,\cos,"['abstract-algebra', 'trigonometry']"
632ff6e1837ac920af71ebec_f_3_7_0,FUNC,f,two functions,['f'],"['trigonometry', 'notation', 'inverse-function']"
632ff6e1837ac920af71ebec_f_3_13_0,FUNC,k,a function   f_3_13_0,['k'],"['trigonometry', 'notation', 'inverse-function']"
632ff6e1837ac920af71ebec_f_3_19_0,FUNC,f,any function,['f'],"['trigonometry', 'notation', 'inverse-function']"
632ff6e1837ac920af71ebec_f_3_20_0,FUNC,g,; function,['g'],"['trigonometry', 'notation', 'inverse-function']"
632ff6e1837ac920af71ebec_f_3_27_0,FUNC,i,a function,['i'],"['trigonometry', 'notation', 'inverse-function']"
632ff6e1837ac920af71ebec_f_3_34_0,FUNC,g,function,['g'],"['trigonometry', 'notation', 'inverse-function']"
632ff6e1837ac920af71ebec_f_3_46_0,FUNC,e,a function   f_3_46_0,['e'],"['trigonometry', 'notation', 'inverse-function']"
632ff6e1837ac920af71ebec_f_3_52_0,FUNC,e(x) = x,the function,"['e', '(', 'x', ')', '=', 'x']","['trigonometry', 'notation', 'inverse-function']"
632ff6e1837ac920af71ebec_f_3_54_0,FUNC,f,any function,['f'],"['trigonometry', 'notation', 'inverse-function']"
63302e16837ac920af779240_f_1_2_0,SCAL,1 ,ship number   f_1_2_0,1,"['trigonometry', 'vector-spaces']"
63302e16837ac920af779240_f_1_4_0,SCAL,2 ,f_1_3_0   and ship number   f_1_4_0,2,"['trigonometry', 'vector-spaces']"
63302e16837ac920af779240_f_1_7_0,SCAL,1 ,ship number   f_1_7_0,1,"['trigonometry', 'vector-spaces']"
63302e16837ac920af779240_f_1_14_0,SCAL,1 ,ship number,1,"['trigonometry', 'vector-spaces']"
63302e16837ac920af779240_f_1_15_0,SCAL,2 ,a   forward,2,"['trigonometry', 'vector-spaces']"
632ff6e1837ac920af71ef2a_f_3_17_0,SCAL,0.860334,value,"['0', '8']",['trigonometry']
63302e16837ac920af779377_f_1_0_0,SCAL,a+bi,a complex number,"['a', '+', 'b', 'i']",['trigonometry']
632ff6e1837ac920af71efe5_f_0_8_0,SCAL,4 ,the number   f_0_8_0,4,"['calculus', 'analysis', 'trigonometry']"
632ff6e1837ac920af71f0da_f_0_3_0,FUNC,\sin,an odd function,\sin,"['calculus', 'trigonometry', 'definite-integrals', 'oscillatory-integral']"
63302e17837ac920af779480_f_2_6_0,FUNC,f,a trigonometric function,['f'],"['algebra-precalculus', 'trigonometry', 'definition']"
632ff6e1837ac920af71f25d_f_0_4_0,FUNC,x,a periodic function,['x'],"['algebra-precalculus', 'trigonometry', 'complex-numbers']"
632ff6e2837ac920af71f452_f_4_16_0,SCAL,0,a positive number,0,['trigonometry']
632fb8dc837ac920af6bcde5_f_2_2_0,FUNC,f,a   f_2_1_0 -periodic function,['f'],['trigonometry']
632fb8dc837ac920af6bce09_f_0_2_0,SCAL,a/b,a rational number,"['a', '/', 'b']","['trigonometry', 'differential-geometry', 'irrational-numbers', 'periodic-functions']"
632fb8dc837ac920af6bce09_f_0_3_0,SCAL,m/n,a rational number   f_0_3_0,"['m', '/', 'n']","['trigonometry', 'differential-geometry', 'irrational-numbers', 'periodic-functions']"
632fb8dc837ac920af6bce2e_f_0_0_0,SCAL,3 ,question number   f_0_0_0,3,['trigonometry']
632fb8dc837ac920af6bd2c6_f_0_0_0,FUNC,h,the function,['h'],"['calculus', 'trigonometry', 'rational-functions']"
63302e18837ac920af779f6c_f_0_2_0,SCAL,1 ,  f_0_1_0   value,1,"['functions', 'trigonometry']"
63302e18837ac920af779f6c_f_3_1_0,SCAL,f(x),the number,"['f', '(', 'x', ')']","['functions', 'trigonometry']"
632ff6e2837ac920af71f79e_f_1_1_0,FUNC,f\colon \mathbb R \to \mathbb R,function,"['f', '\\colon', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']","['functions', 'trigonometry']"
632ff6e3837ac920af71f9a1_f_0_2_0,FUNC,f,function,['f'],"['calculus', 'integration', 'trigonometry', 'taylor-expansion']"
632ff6e3837ac920af71f9e0_f_2_2_0,SCAL,33,the value,3,['trigonometry']
63302e19837ac920af77a132_f_1_25_0,SCAL,0.0000000099990000000099987,The actual value,"['0', '0']",['trigonometry']
632fb8dd837ac920af6bd8f6_f_1_20_0,SCAL,estimate,a value,"['e', 's', 't', 'i', 'm', 'a', 't', 'e']","['trigonometry', 'physics', 'angle']"
63302e19837ac920af77a1f4_f_0_0_0,FUNC,g(x)=sin(fx),the function,"['g', '(', 'x', ')', '=', 's', 'i', 'n', '(', 'f', 'x', ')']",['trigonometry']
632ff6e4837ac920af72001d_f_3_11_0,FUNC,f(x)=y,non - injective   function   f_3_11_0,"['f', '(', 'x', ')', '=', 'y']","['algebra-precalculus', 'trigonometry', 'solution-verification', 'quadratics']"
632fb8dd837ac920af6bdb4c_f_0_3_0,SCAL,(d),  a certain number degrees   f_0_3_0,"['(', 'd', ')']","['trigonometry', 'circles']"
632ff6e4837ac920af720194_f_2_27_0,FUNC,f,the function,['f'],"['algebra-precalculus', 'trigonometry']"
632ff6e4837ac920af7201ec_f_1_0_0,FUNC,f,The function,['f'],"['calculus', 'functions', 'trigonometry', 'asymptotics']"
632ff6e4837ac920af7202fd_f_0_20_0,SCAL,2^2\cdot3\cdot5,first   f_0_19_0 prime numbers,"['2', '^', '2', '\\cdot', '3', '\\cdot', '5']","['trigonometry', 'prime-numbers', 'pi', 'nested-radicals']"
632ff6e4837ac920af7202fd_f_0_62_0,SCAL,7,prime numbers,7,"['trigonometry', 'prime-numbers', 'pi', 'nested-radicals']"
632ff6e4837ac920af7202fd_f_0_72_0,SCAL,49 ,previous composite number,4,"['trigonometry', 'prime-numbers', 'pi', 'nested-radicals']"
63302e1a837ac920af77a905_f_3_8_0,SCAL,\frac{5}{4},value,"['\\frac', '{', '5', '}', '{', '4', '}']","['functions', 'trigonometry']"
632ff6e4837ac920af720384_f_2_2_0,SCAL,\frac{x-y}{1+xy},the fraction,"['\\frac', '{', 'x', '-', 'y', '}', '{', '1', '+', 'x', 'y', '}']","['sequences-and-series', 'trigonometry', 'trigonometric-series']"
63302e1a837ac920af77a905_f_3_10_0,SCAL,-1,value,"['-', '1']","['functions', 'trigonometry']"
63302e1a837ac920af77a905_f_4_15_0,SCAL,0,the value   f_4_15_0,0,"['functions', 'trigonometry']"
63302e1a837ac920af77a905_f_4_23_0,SCAL,\frac{5}{4},the value   f_4_23_0,"['\\frac', '{', '5', '}', '{', '4', '}']","['functions', 'trigonometry']"
632ff6e4837ac920af7203e9_f_0_2_0,FUNC,\cos,the functions,\cos,"['functions', 'trigonometry', 'inequality', 'maxima-minima']"
632ff6e4837ac920af72044b_f_3_2_0,FUNC,F,a function,['F'],"['calculus', 'integration', 'derivatives', 'trigonometry']"
632fb8e0837ac920af6beb96_f_4_33_0,FUNC,s,two unique functions,['s'],['trigonometry']
632fb8e0837ac920af6beb96_f_4_57_0,FUNC,s,the functions,['s'],['trigonometry']
632ff6e6837ac920af7212b7_f_1_3_0,SCAL,60,the number   f_1_3_0,6,['trigonometry']
632ff6e6837ac920af72145e_f_1_0_0,FUNC,f,favorite   probability density function,['f'],"['trigonometry', 'big-list']"
632ff6e7837ac920af721703_f_0_3_0,FUNC,q,polynomial functions,['q'],"['real-analysis', 'calculus', 'functions', 'trigonometry']"
632ff6e7837ac920af72170d_f_1_2_0,FUNC,"f : [0,1) \rightarrow \mathbb{R}",a   continuous   function   f_1_2_0   satisfying   f_1_3_0,"['f', ':', '[', '0', ',', '1', ')', '\\rightarrow', '\\mathbb{R}']","['trigonometry', 'logarithms', 'graphing-functions']"
632fb8e1837ac920af6bf456_f_1_1_0,SCAL,ie,", so the two numbers","['i', 'e']","['real-analysis', 'trigonometry', 'real-numbers', 'transcendental-numbers']"
632fb8e1837ac920af6bf4d4_f_2_6_0,FUNC,h(x)=sin(x/2),The required function,"['h', '(', 'x', ')', '=', 's', 'i', 'n', '(', 'x', '/', '2', ')']","['algebra-precalculus', 'trigonometry']"
632ff6e7837ac920af721968_f_0_2_0,SCAL,ix,an imaginary value,"['i', 'x']","['algebra-precalculus', 'trigonometry', 'complex-numbers', 'exponential-function']"
632ff6e7837ac920af721968_f_0_5_0,SCAL,e^{-x},a real value,"['e', '^', '{', '-', 'x', '}']","['algebra-precalculus', 'trigonometry', 'complex-numbers', 'exponential-function']"
632ff6e7837ac920af721968_f_3_0_0,SCAL,e^{-x},a real value,"['e', '^', '{', '-', 'x', '}']","['algebra-precalculus', 'trigonometry', 'complex-numbers', 'exponential-function']"
632ff6e7837ac920af721968_f_4_1_0,SCAL,e^{-x},a real value,"['e', '^', '{', '-', 'x', '}']","['algebra-precalculus', 'trigonometry', 'complex-numbers', 'exponential-function']"
632fb8e1837ac920af6bf5d3_f_3_2_0,FUNC,p:\mathbb{R}\to\mathbb{R},a polynomial function,"['p', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']","['algebra-precalculus', 'trigonometry', 'polynomials']"
632fb8e1837ac920af6bf5d3_f_3_5_0,FUNC,"p:[-1,+1]\to\mathbb{R}",any function   f_3_5_0,"['p', ':', '[', '1', ',', '1', ']', '\\to', '\\mathbb{R}']","['algebra-precalculus', 'trigonometry', 'polynomials']"
633035e5837ac920af77c7b8_f_1_3_0,FUNC,r(t) = 1 - t/10,the function,"['r', '(', 't', ')', '=', '1', '-', 't', '/', '1']","['linear-algebra', 'matrices', 'geometry', 'trigonometry', 'rotations']"
632fb8e2837ac920af6bfba7_f_1_2_0,FUNC,f,a decreasing function,['f'],"['trigonometry', 'inequality']"
632fb8e2837ac920af6bfba7_f_1_6_0,FUNC,\arctan ,an increasing function,\arctan,"['trigonometry', 'inequality']"
632fb8e2837ac920af6bfdab_f_0_0_0,FUNC,f,a function,['f'],"['real-analysis', 'trigonometry', 'continuity']"
632ff6e9837ac920af722436_f_2_0_0,FUNC,\sin,The basic trigonometric functions,\sin,"['trigonometry', 'periodic-functions']"
632fb8e3837ac920af6c0030_f_2_0_0,FUNC,\sin,  The function,\sin,"['trigonometry', 'inverse']"
632fb8e3837ac920af6c0361_f_1_14_0,FUNC, \exp: C \to C ,function,"['\\exp', ':', 'C', '\\to', 'C']","['complex-analysis', 'trigonometry']"
632ff6ea837ac920af7229af_f_0_0_0,SCAL,20 ,a constant speed,2,"['geometry', 'algebra-precalculus', 'trigonometry', 'word-problem', 'cycloid']"
633035e8837ac920af77d712_f_0_8_0,SCAL,180n+m,the whole number,"['1', 'n', '+', 'm']",['trigonometry']
633035e8837ac920af77d966_f_2_5_0,FUNC,\arccos,the function,\arccos,"['trigonometry', 'trigonometric-series']"
633035e9837ac920af77dce8_f_1_4_0,SET,\mathbb{Z},the set,\mathbb{Z},"['calculus', 'trigonometry']"
633035e9837ac920af77df53_f_0_0_0,FUNC,f,  The function,['f'],"['trigonometry', 'trigonometric-series']"
632ff6eb837ac920af72326b_f_3_0_0,FUNC,f,three two function,['f'],"['real-analysis', 'calculus', 'analysis', 'derivatives', 'trigonometry']"
633035e9837ac920af77dfde_f_1_0_0,FUNC,\arctan,the function,\arctan,"['calculus', 'trigonometry']"
633035ea837ac920af77e0f7_f_1_0_0,SCAL,5,page number,5,"['number-theory', 'trigonometry']"
632ff6eb837ac920af72342a_f_0_3_0,SCAL,0-2i,The complex number,"['0', '-', '2', 'i']","['trigonometry', 'complex-numbers', 'angle']"
633035ea837ac920af77e488_f_1_0_0,FUNC,f,A function,['f'],"['algebra-precalculus', 'functions', 'trigonometry', 'periodic-functions']"
632fb8e6837ac920af6c160c_f_2_7_0,FUNC,f,the function   f_2_7_0,['f'],"['limits', 'trigonometry', 'limits-without-lhopital']"
632fb8e7837ac920af6c1a68_f_6_32_0,SCAL,3,the number   f_6_32_0,3,"['calculus', 'trigonometry', 'derivatives', 'chain-rule']"
632fb8e7837ac920af6c1a68_f_6_41_0,SCAL,3,the number   f_6_41_0,3,"['calculus', 'trigonometry', 'derivatives', 'chain-rule']"
632ff6ec837ac920af723a81_f_1_2_0,FUNC,\sin,the trigonometric functions,\sin,"['algebra-precalculus', 'trigonometry']"
632fb8e7837ac920af6c1fa3_f_0_21_0,FUNC,\sin,The geometric trig functions,\sin,"['real-analysis', 'geometry', 'trigonometry', 'circles', 'pi']"
