fid,mtype,exprstr,mention,tokens,tags
632fb8e7837ac920af6c1996_f_0_1_0,FUNC,f : X \to Y,a map,"['f', ':', 'X', '\\to', 'Y']",['elementary-set-theory']
632fb8e7837ac920af6c1996_f_0_5_0,FUNC,f,a function   f_0_5_0,['f'],['elementary-set-theory']
632ff6d5837ac920af719d61_f_0_1_0,FUNC,X,an a injective function,['X'],"['functions', 'elementary-set-theory']"
632f8343837ac920af66c722_f_1_2_0,FUNC,f,an injective function   f_1_2_0,['f'],"['elementary-set-theory', 'cardinals']"
632fb8e7837ac920af6c1996_f_1_0_0,FUNC,f,a function,['f'],['elementary-set-theory']
632fb8e7837ac920af6c1996_f_1_3_0,FUNC,g,a function,['g'],['elementary-set-theory']
632fb8e7837ac920af6c1996_f_1_10_0,FUNC,h,a function,['h'],['elementary-set-theory']
632fb8e7837ac920af6c1996_f_1_25_0,FUNC,f,a function,['f'],['elementary-set-theory']
632fb8e7837ac920af6c1996_f_1_34_0,FUNC,f,a right functional inverse,['f'],['elementary-set-theory']
63302e05837ac920af77333c_f_0_1_0,FUNC,f:A\rightarrow B,a function   f_0_1_0,"['f', ':', 'A', '\\rightarrow', 'B']",['elementary-set-theory']
632fb8e7837ac920af6c1a05_f_1_7_0,FUNC,f,some function,['f'],"['functions', 'elementary-set-theory']"
63302e05837ac920af77333c_f_0_2_0,FUNC,f,a surjective function,['f'],['elementary-set-theory']
632ff6d5837ac920af719e0c_f_0_3_0,FUNC,F,a function   f_0_3_0,['F'],"['elementary-set-theory', 'computer-science', 'relations', 'order-theory', 'monotone-functions']"
63302e05837ac920af77336d_f_0_1_0,FUNC,f:\mathbb{N} \rightarrow A,a bijection   f_0_1_0,"['f', ':', '\\mathbb{N}', '\\rightarrow', 'A']",['elementary-set-theory']
63302e05837ac920af77336d_f_0_3_0,FUNC,f:\mathbb{N}\rightarrow A,a bijective function,"['f', ':', '\\mathbb{N}', '\\rightarrow', 'A']",['elementary-set-theory']
632ff6d5837ac920af719e0c_f_0_28_0,FUNC,f,function,['f'],"['elementary-set-theory', 'computer-science', 'relations', 'order-theory', 'monotone-functions']"
632ff6d5837ac920af719e0c_f_0_30_0,FUNC,F,a monotone function,['F'],"['elementary-set-theory', 'computer-science', 'relations', 'order-theory', 'monotone-functions']"
632ff6d5837ac920af719e0c_f_0_36_0,FUNC,F,a monotone function,['F'],"['elementary-set-theory', 'computer-science', 'relations', 'order-theory', 'monotone-functions']"
63302e05837ac920af77336d_f_2_5_0,FUNC,g,a bijection,['g'],['elementary-set-theory']
632ff6d5837ac920af719f49_f_0_4_0,SET,\mathbb{N},a subset,\mathbb{N},"['elementary-set-theory', 'logic']"
632f8344837ac920af66c9d8_f_0_1_0,FUNC,f,a function,['f'],"['real-analysis', 'elementary-set-theory']"
632fb8e7837ac920af6c1aee_f_2_17_0,SCAL,1,the value,1,"['elementary-set-theory', 'graph-theory']"
632ff6d6837ac920af71a2a1_f_1_2_0,FUNC,f,an injection   f_1_2_0,['f'],"['elementary-set-theory', 'proof-writing', 'cardinals']"
632fb8e7837ac920af6c1b1d_f_0_8_0,SET,\mathbb R^c,the empty set,"['\\mathbb', 'R', '^', 'c']","['real-analysis', 'measure-theory', 'elementary-set-theory']"
632fb8e7837ac920af6c1b1d_f_1_2_0,SET,\mathbb R^c,the empty set,"['\\mathbb', 'R', '^', 'c']","['real-analysis', 'measure-theory', 'elementary-set-theory']"
632ff6d6837ac920af71a351_f_1_0_0,FUNC,f:\mathbb{R}\to\mathbb{R}\times\mathbb{R},order - preserving maps,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}', '\\times', '\\mathbb{R}']","['elementary-set-theory', 'order-theory', 'cardinals', 'monotone-functions']"
63302e05837ac920af7733d1_f_0_11_0,FUNC,g,the function,['g'],"['functions', 'elementary-set-theory', 'proof-verification']"
632ff6d6837ac920af71a403_f_0_0_0,FUNC,f,a function,['f'],['elementary-set-theory']
632fb8e7837ac920af6c1b1d_f_2_18_0,FUNC,f:\mathbb R\to\mathbb R,the function,"['f', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']","['real-analysis', 'measure-theory', 'elementary-set-theory']"
632f8344837ac920af66ca9e_f_1_1_0,SET,S^n,the set   f_1_1_0,"['S', '^', 'n']","['elementary-set-theory', 'multisets']"
632f8344837ac920af66cad1_f_0_0_0,FUNC,g,a function,['g'],['elementary-set-theory']
63302e05837ac920af77356e_f_1_1_0,FUNC,f,a bijection,['f'],"['real-analysis', 'elementary-set-theory']"
63302e05837ac920af77356e_f_1_6_0,FUNC,f,a bijection,['f'],"['real-analysis', 'elementary-set-theory']"
632f8344837ac920af66cb96_f_0_3_0,SET,\{x\},a subset,"['\\{', 'x', '\\}']","['elementary-set-theory', 'well-orders']"
63302e05837ac920af773585_f_5_9_0,SCAL,1/4,the number,"['1', '/', '4']","['elementary-set-theory', 'intuition']"
632ff6d6837ac920af71a5e4_f_0_0_0,FUNC,f,two functions,['f'],"['functions', 'elementary-set-theory', 'proof-writing', 'solution-verification']"
63302e05837ac920af7735a4_f_2_0_0,SET,A \times A,set,"['A', '\\times', 'A']","['elementary-set-theory', 'relations']"
63302e05837ac920af7735b4_f_0_4_0,FUNC,R,a function,['R'],"['functions', 'elementary-set-theory', 'relations']"
63302e05837ac920af7735b4_f_0_13_0,FUNC,f(x) = x,all,"['f', '(', 'x', ')', '=', 'x']","['functions', 'elementary-set-theory', 'relations']"
632ff6d6837ac920af71a679_f_1_4_0,SCAL,n^2 + 1.,precisely the given number   f_1_4_0,"['n', '^', '2', '+', '1']","['number-theory', 'elementary-set-theory', 'modular-arithmetic', 'contest-math']"
63302e05837ac920af7735b4_f_3_4_0,FUNC,f \colon X \to X,A function,"['f', '\\colon', 'X', '\\to', 'X']","['functions', 'elementary-set-theory', 'relations']"
63302e05837ac920af7735d1_f_0_7_0,FUNC,f,a bijective function,['f'],"['functions', 'elementary-set-theory']"
632fb8e7837ac920af6c2012_f_0_26_0,FUNC,f,an injection,['f'],"['proof-verification', 'elementary-set-theory', 'triangles']"
632f8344837ac920af66cc58_f_0_0_0,FUNC,f(x)= x^2 + 1,My given function,"['f', '(', 'x', ')', '=', 'x', '^', '2', '+', '1']","['functions', 'discrete-mathematics', 'elementary-set-theory']"
632ff6d7837ac920af71a823_f_0_7_0,SCAL,0,only the value   f_0_7_0,0,"['functions', 'elementary-set-theory']"
632f8344837ac920af66ccd2_f_1_4_0,FUNC,g: Y\rightarrow \mathbb{N},an injection   f_1_4_0,"['g', ':', 'Y', '\\rightarrow', '\\mathbb{N}']","['real-analysis', 'elementary-set-theory']"
632f8344837ac920af66ccd2_f_1_20_0,FUNC,f:\mathbb{N}\rightarrow\mathbb{R},a map,"['f', ':', '\\mathbb{N}', '\\rightarrow', '\\mathbb{R}']","['real-analysis', 'elementary-set-theory']"
632ff6d7837ac920af71a913_f_1_0_0,FUNC,f:A\times B\to C,a function,"['f', ':', 'A', '\\times', 'B', '\\to', 'C']","['functions', 'elementary-set-theory', 'relations']"
632ff6d7837ac920af71aa1f_f_0_4_0,FUNC,g,the functions,['g'],['elementary-set-theory']
632ff6d7837ac920af71aa1f_f_0_23_0,FUNC,"g,h : C \to A",any functions,"['g', ',', 'h', ':', 'C', '\\to', 'A']",['elementary-set-theory']
632f8344837ac920af66cdf0_f_0_1_0,FUNC,F,functions,['F'],"['elementary-set-theory', 'induction']"
632f8344837ac920af66cdf0_f_0_28_0,FUNC,f,an arbitrary function,['f'],"['elementary-set-theory', 'induction']"
632f8344837ac920af66cf04_f_1_4_0,FUNC,f: A \rightarrow B,a bijection,"['f', ':', 'A', '\\rightarrow', 'B']","['elementary-set-theory', 'cardinals']"
632f8345837ac920af66cfc6_f_0_0_0,SET,\mathbb{N},set,\mathbb{N},['elementary-set-theory']
632fb8e8837ac920af6c2259_f_1_5_0,SCAL,s(n),number,"['s', '(', 'n', ')']","['elementary-set-theory', 'natural-numbers']"
632fb8e8837ac920af6c2259_f_1_7_0,SET,\{n\},the set   f_1_7_0,"['\\{', 'n', '\\}']","['elementary-set-theory', 'natural-numbers']"
632fb8e8837ac920af6c2259_f_1_10_0,SET,\{\varnothing\},the empty set,"['\\{', Token('sets__SET_EMPTY', '\\varnothing'), '\\}']","['elementary-set-theory', 'natural-numbers']"
632fb8e8837ac920af6c22e0_f_1_17_0,FUNC,X,a measurable function,['X'],"['probability', 'elementary-set-theory']"
63302e06837ac920af773703_f_1_1_0,SCAL,1,the number   f_1_1_0,1,['elementary-set-theory']
63302e06837ac920af773703_f_1_3_0,SCAL,1,the number   f_1_3_0,1,['elementary-set-theory']
63302e06837ac920af773703_f_2_0_0,SET,\{B\},a set,"['\\{', 'B', '\\}']",['elementary-set-theory']
63302e06837ac920af773703_f_2_4_0,SET,\{B\},a subset,"['\\{', 'B', '\\}']",['elementary-set-theory']
63302e06837ac920af773703_f_2_8_0,SET,\{B\},a subset,"['\\{', 'B', '\\}']",['elementary-set-theory']
632fb8e8837ac920af6c2384_f_0_25_0,SCAL,1 ,the unique real number,1,"['proof-verification', 'elementary-set-theory', 'real-numbers']"
63302e06837ac920af7737ad_f_0_0_0,FUNC,f:A \rightarrow B,a function,"['f', ':', 'A', '\\rightarrow', 'B']",['elementary-set-theory']
632f8345837ac920af66d068_f_3_17_0,FUNC,g,the function,['g'],['elementary-set-theory']
632f8345837ac920af66d068_f_3_19_0,FUNC,g,a bijection,['g'],['elementary-set-theory']
632fb8e8837ac920af6c2401_f_1_0_0,SET,\mathbb N,the set,"['\\mathbb', 'N']","['elementary-set-theory', 'notation']"
632fb8e8837ac920af6c2401_f_1_3_0,SET,\mathbb N,the two sets,"['\\mathbb', 'N']","['elementary-set-theory', 'notation']"
632f8345837ac920af66d0cb_f_1_2_0,FUNC,f: B \rightarrow \mathbb N,an injective function,"['f', ':', 'B', '\\rightarrow', '\\mathbb', 'N']","['discrete-mathematics', 'elementary-set-theory', 'proof-writing']"
63302e06837ac920af7737ad_f_2_12_0,FUNC,f(x) = x^2,the function,"['f', '(', 'x', ')', '=', 'x', '^', '2']",['elementary-set-theory']
63302e06837ac920af7737b5_f_0_1_0,FUNC,f,an injective function   f_0_1_0,['f'],"['elementary-set-theory', 'cardinals']"
632f8345837ac920af66d0cb_f_2_1_0,FUNC,f:A\rightarrow \mathbb N,a bijection   f_2_1_0,"['f', ':', 'A', '\\rightarrow', '\\mathbb', 'N']","['discrete-mathematics', 'elementary-set-theory', 'proof-writing']"
63302e06837ac920af7737b5_f_0_6_0,FUNC,f,injective thanks,['f'],"['elementary-set-theory', 'cardinals']"
632f8345837ac920af66d0cb_f_2_9_0,FUNC,g:\mathbb N\rightarrow B,an   f_2_8_0   function   f_2_9_0,"['g', ':', '\\mathbb', 'N', '\\rightarrow', 'B']","['discrete-mathematics', 'elementary-set-theory', 'proof-writing']"
63302e06837ac920af7737b5_f_0_11_0,FUNC,g,an injective function,['g'],"['elementary-set-theory', 'cardinals']"
63302e06837ac920af773812_f_0_2_0,FUNC,g\circ f,functions,"['g', '\\circ', 'f']","['functions', 'elementary-set-theory']"
63302e06837ac920af773812_f_0_5_0,FUNC,g\circ f,a function,"['g', '\\circ', 'f']","['functions', 'elementary-set-theory']"
632ff6d7837ac920af71acac_f_0_6_0,FUNC,f,a bijective function,['f'],"['discrete-mathematics', 'functions', 'elementary-set-theory']"
632fb8e8837ac920af6c2509_f_0_3_0,FUNC,f: A \rightarrow \mathbb{N},an injective function   f_0_3_0,"['f', ':', 'A', '\\rightarrow', '\\mathbb{N}']","['discrete-mathematics', 'elementary-set-theory', 'cardinals', 'natural-numbers']"
63302e06837ac920af773936_f_1_1_0,SCAL,1,the smallest natural number,1,"['elementary-set-theory', 'logic', 'philosophy']"
632ff6d7837ac920af71acfa_f_1_17_0,FUNC,f: \mathbb{R} \to B,an injective function   f_1_17_0,"['f', ':', '\\mathbb{R}', '\\to', 'B']",['elementary-set-theory']
632f8345837ac920af66d167_f_2_49_0,SET,\{1\},set,"['\\{', '1', '\\}']",['elementary-set-theory']
632f8345837ac920af66d184_f_0_2_0,SET,\mathbb{N}^\mathbb{N},the set,"['\\mathbb{N}', '^', '\\mathbb{N}']",['elementary-set-theory']
632f8345837ac920af66d184_f_0_7_0,FUNC,f: \mathbb{R} \to \mathbb{R},all functions,"['f', ':', '\\mathbb{R}', '\\to', '\\mathbb{R}']",['elementary-set-theory']
632ff6d7837ac920af71ad26_f_5_11_0,FUNC,f\colon X\to Y,a bijection   f_5_11_0,"['f', '\\colon', 'X', '\\to', 'Y']",['elementary-set-theory']
632ff6d7837ac920af71ad26_f_5_14_0,FUNC,f\colon\mathbb{N}\to X,an injection,"['f', '\\colon', '\\mathbb{N}', '\\to', 'X']",['elementary-set-theory']
632ff6d7837ac920af71ad26_f_5_16_0,FUNC,f\colon \mathbb{N}\to Y,an injection   f_5_16_0,"['f', '\\colon', '\\mathbb{N}', '\\to', 'Y']",['elementary-set-theory']
632ff6d7837ac920af71ad26_f_5_18_0,FUNC,f\colon\mathbb{N}\to X,an injection,"['f', '\\colon', '\\mathbb{N}', '\\to', 'X']",['elementary-set-theory']
632f8345837ac920af66d238_f_0_5_0,FUNC,L: A \cup C \rightarrow B \cup D,a function   f_0_5_0,"['L', ':', 'A', '\\cup', 'C', '\\rightarrow', 'B', '\\cup', 'D']","['elementary-set-theory', 'cardinals']"
632ff6d7837ac920af71ad8c_f_1_2_0,FUNC,"f:\mathbb N \to \{0,1\}",function   f_1_2_0,"['f', ':', '\\mathbb', 'N', '\\to', '\\{', '0', ',', '1', '\\}']","['functions', 'elementary-set-theory']"
632fb8e8837ac920af6c25ee_f_0_52_0,SET,\varnothing,a lower set,\varnothing,['elementary-set-theory']
632f8345837ac920af66d2bc_f_0_2_0,FUNC,f:\mathbb{N}\to A,a bijection,"['f', ':', '\\mathbb{N}', '\\to', 'A']","['elementary-set-theory', 'proof-verification']"
632f8345837ac920af66d2bc_f_2_0_0,FUNC,f: \mathbb N \rightarrow A,an appropriate bijection,"['f', ':', '\\mathbb', 'N', '\\rightarrow', 'A']","['elementary-set-theory', 'proof-verification']"
632fb8e8837ac920af6c2647_f_2_4_0,FUNC,f:A\to P,a function,"['f', ':', 'A', '\\to', 'P']","['elementary-set-theory', 'equivalence-relations', 'quotient-spaces', 'set-partition']"
632fb8e8837ac920af6c266e_f_0_0_0,FUNC,f,a function,['f'],"['functions', 'elementary-set-theory']"
632fb8e8837ac920af6c266e_f_0_4_0,FUNC,f,a bijection,['f'],"['functions', 'elementary-set-theory']"
632fb8e8837ac920af6c266e_f_0_6_0,FUNC,f,a bijection,['f'],"['functions', 'elementary-set-theory']"
632fb8e8837ac920af6c266e_f_1_0_0,FUNC,f : X \to Y,a function,"['f', ':', 'X', '\\to', 'Y']","['functions', 'elementary-set-theory']"
632fb8e8837ac920af6c266e_f_1_6_0,FUNC,f,a bijection,['f'],"['functions', 'elementary-set-theory']"
632f8345837ac920af66d2bc_f_2_54_0,FUNC,f:\mathbb N \rightarrow A,a bijection,"['f', ':', '\\mathbb', 'N', '\\rightarrow', 'A']","['elementary-set-theory', 'proof-verification']"
632ff6d7837ac920af71adfd_f_0_3_0,FUNC,f,a function   f_0_3_0,['f'],"['functions', 'elementary-set-theory']"
632ff6d7837ac920af71adfd_f_1_1_0,FUNC,f\colon S\to \mathbb{R},function,"['f', '\\colon', 'S', '\\to', '\\mathbb{R}']","['functions', 'elementary-set-theory']"
63302e06837ac920af773a84_f_0_5_0,FUNC,f(x)=2^x,the original function   f_0_5_0,"['f', '(', 'x', ')', '=', '2', '^', 'x']","['elementary-set-theory', 'cardinals']"
632f8345837ac920af66d40b_f_0_0_0,SET,\mathbb{Z},the set,\mathbb{Z},"['elementary-set-theory', 'terminology']"
63302e06837ac920af773a95_f_1_3_0,SET,2^X,The set   f_1_3_0,"['2', '^', 'X']",['elementary-set-theory']
632fb8e9837ac920af6c27ac_f_1_0_0,FUNC,f,functions,['f'],['elementary-set-theory']
632ff6d7837ac920af71ae67_f_1_2_0,SET,"\{1, 2,3\}",the set,"['\\{', '1', ',', '2', ',', '3', '\\}']",['elementary-set-theory']
63302e06837ac920af773a95_f_2_0_0,SET,2^X,the set,"['2', '^', 'X']",['elementary-set-theory']
63302e06837ac920af773a95_f_2_2_0,FUNC,F,a canonical bijection,['F'],['elementary-set-theory']
632f8345837ac920af66d495_f_2_12_0,SET,\mathbb{N},any subset,\mathbb{N},"['discrete-mathematics', 'elementary-set-theory']"
632f8345837ac920af66d4d5_f_0_3_0,FUNC,f:S \to \mathbb{N},a function   f_0_3_0,"['f', ':', 'S', '\\to', '\\mathbb{N}']","['elementary-set-theory', 'soft-question', 'multisets']"
632fb8e9837ac920af6c29dc_f_0_6_0,FUNC,T,a function,['T'],"['elementary-set-theory', 'proof-writing']"
632fb8e9837ac920af6c29dc_f_0_9_0,FUNC,T,bijection,['T'],"['elementary-set-theory', 'proof-writing']"
632f8345837ac920af66d4fe_f_0_0_0,FUNC,f\colon A\rightarrow \mathbb{N},a function,"['f', '\\colon', 'A', '\\rightarrow', '\\mathbb{N}']","['elementary-set-theory', 'proof-writing']"
632f8345837ac920af66d4fe_f_0_2_0,SET,\mathbb{N},the set,\mathbb{N},"['elementary-set-theory', 'proof-writing']"
632ff6d8837ac920af71b046_f_1_8_0,FUNC,h,a bijection,['h'],['elementary-set-theory']
63302e07837ac920af773c0f_f_1_0_0,FUNC,f: S\times S\to S,a function,"['f', ':', 'S', '\\times', 'S', '\\to', 'S']","['abstract-algebra', 'elementary-set-theory', 'magma']"
632f8345837ac920af66d4fe_f_3_10_0,FUNC,f:A \rightarrow \mathbb N,an injection,"['f', ':', 'A', '\\rightarrow', '\\mathbb', 'N']","['elementary-set-theory', 'proof-writing']"
632ff6d8837ac920af71b19d_f_2_4_0,FUNC,f,a function,['f'],"['elementary-set-theory', 'proof-writing', 'notation', 'terminology']"
63302e07837ac920af773c90_f_0_0_0,FUNC,f:X \rightarrow Y,a function,"['f', ':', 'X', '\\rightarrow', 'Y']","['functions', 'elementary-set-theory', 'proof-writing', 'proof-verification']"
63302e07837ac920af773c90_f_0_12_0,FUNC,f,an injection,['f'],"['functions', 'elementary-set-theory', 'proof-writing', 'proof-verification']"
632ff6d8837ac920af71b271_f_0_10_0,FUNC,f,a   function,['f'],"['elementary-set-theory', 'first-order-logic']"
632ff6d8837ac920af71b271_f_0_18_0,FUNC,f,a function,['f'],"['elementary-set-theory', 'first-order-logic']"
63302e07837ac920af773c90_f_2_26_0,FUNC,f,an injection,['f'],"['functions', 'elementary-set-theory', 'proof-writing', 'proof-verification']"
632ff6d8837ac920af71b271_f_1_2_0,FUNC,f,a function,['f'],"['elementary-set-theory', 'first-order-logic']"
632ff6d8837ac920af71b271_f_1_4_0,FUNC,f,a function,['f'],"['elementary-set-theory', 'first-order-logic']"
632fb8e9837ac920af6c2bae_f_2_2_0,FUNC,h: \mathbb{N} \to A \times B,a mapping   f_2_2_0,"['h', ':', '\\mathbb{N}', '\\to', 'A', '\\times', 'B']",['elementary-set-theory']
632fb8e9837ac920af6c2bae_f_2_4_0,FUNC,"f(a,b) = a",the function,"['f', '(', 'a', ',', 'b', ')', '=', 'a']",['elementary-set-theory']
63302e07837ac920af773d99_f_0_1_0,SCAL,4,the coins number   f_0_1_0,4,"['sequences-and-series', 'elementary-set-theory', 'puzzle', 'infinity']"
63302e07837ac920af773d99_f_0_2_0,SCAL,5,the number     f_0_2_0,5,"['sequences-and-series', 'elementary-set-theory', 'puzzle', 'infinity']"
632ff6d8837ac920af71b495_f_2_0_0,FUNC,f,your function,['f'],"['functions', 'elementary-set-theory']"
63302e07837ac920af773d99_f_1_16_0,SCAL,0,a value,0,"['sequences-and-series', 'elementary-set-theory', 'puzzle', 'infinity']"
632ff6d9837ac920af71b5b7_f_1_1_0,FUNC,f:E\rightarrow W,an injection   f_1_1_0,"['f', ':', 'E', '\\rightarrow', 'W']",['elementary-set-theory']
632ff6d9837ac920af71b5f0_f_0_0_0,FUNC,f: X\to Y,a function,"['f', ':', 'X', '\\to', 'Y']","['elementary-set-theory', 'notation']"
632ff6d9837ac920af71b5f0_f_1_0_0,FUNC,f:A\rightarrow B,function,"['f', ':', 'A', '\\rightarrow', 'B']","['elementary-set-theory', 'notation']"
632fb8e9837ac920af6c2c8b_f_0_20_0,FUNC,f: \mathbb N \to \mathbb N,the bijection,"['f', ':', '\\mathbb', 'N', '\\to', '\\mathbb', 'N']","['elementary-set-theory', 'proof-explanation']"
63302e07837ac920af773f03_f_0_7_0,FUNC,h,a bijection,['h'],"['functions', 'elementary-set-theory', 'proof-writing']"
63302e07837ac920af773f03_f_0_23_0,FUNC,f,the functions,['f'],"['functions', 'elementary-set-theory', 'proof-writing']"
632f8346837ac920af66d7d1_f_0_0_0,SET,"\{1, 3, 5, 3, 2, 7, 2\}",a multiset,"['\\{', '1', ',', '3', ',', '5', ',', '3', ',', '2', ',', '7', ',', '2', '\\}']","['elementary-set-theory', 'algorithms']"
63302e07837ac920af773fa1_f_0_0_0,FUNC,f,A function,['f'],"['functions', 'elementary-set-theory', 'definition']"
632f8346837ac920af66d82c_f_0_0_0,FUNC,f,a function   f_0_0_0,['f'],"['functions', 'elementary-set-theory', 'definition', 'philosophy', 'foundations']"
63302e07837ac920af773fa1_f_2_3_0,FUNC,f(1)=1,the same function,"['f', '(', '1', ')', '=', '1']","['functions', 'elementary-set-theory', 'definition']"
63302e07837ac920af773fa1_f_2_7_0,FUNC,g,a larger function,['g'],"['functions', 'elementary-set-theory', 'definition']"
632f8346837ac920af66d82c_f_1_19_0,FUNC,f,the function,['f'],"['functions', 'elementary-set-theory', 'definition', 'philosophy', 'foundations']"
632f8346837ac920af66d82c_f_6_3_0,FUNC,f,a function,['f'],"['functions', 'elementary-set-theory', 'definition', 'philosophy', 'foundations']"
632ff6d9837ac920af71b6bf_f_2_0_0,FUNC,f\colon A\to B,injections,"['f', '\\colon', 'A', '\\to', 'B']","['real-analysis', 'elementary-set-theory']"
632ff6d9837ac920af71b6bf_f_2_2_0,FUNC,h\colon A\to B,a bijection   f_2_2_0,"['h', '\\colon', 'A', '\\to', 'B']","['real-analysis', 'elementary-set-theory']"
632f8346837ac920af66d82c_f_6_11_0,SET,X \cap Y,sets,"['X', '\\cap', 'Y']","['functions', 'elementary-set-theory', 'definition', 'philosophy', 'foundations']"
632f8346837ac920af66d82c_f_6_13_0,SET,X \times Y,product sets,"['X', '\\times', 'Y']","['functions', 'elementary-set-theory', 'definition', 'philosophy', 'foundations']"
632f8346837ac920af66d82c_f_6_16_0,FUNC,X,a function,['X'],"['functions', 'elementary-set-theory', 'definition', 'philosophy', 'foundations']"
632fb8e9837ac920af6c2df3_f_1_1_0,FUNC,f,a bijection   f_1_1_0,['f'],['elementary-set-theory']
63302e07837ac920af77401f_f_1_1_0,SET,\{x\},any one - element set   f_1_1_0,"['\\{', 'x', '\\}']","['functions', 'elementary-set-theory']"
63302e07837ac920af77401f_f_1_7_0,FUNC,f,a function,['f'],"['functions', 'elementary-set-theory']"
632f8346837ac920af66d8ac_f_1_0_0,FUNC,f:A \to B,a bijection,"['f', ':', 'A', '\\to', 'B']",['elementary-set-theory']
632ff6d9837ac920af71b6d3_f_1_0_0,SET,"[4,7)",the sets,"['[', '4', ',', '7', ')']",['elementary-set-theory']
